Als;te1;965;62.4;negpal;high;front;negrd;t;negstr;137
Als;to1;757;22.3;negpal;mid;back;rd;t;negstr;138
Als;kø1;1690;44;negpal;mid;front;rd;k;negstr;139
Als;koe1;2192;46.6;negpal;low;central;negrd;k;negstr;140
Als;kjø2;653;41.1;pal;mid;front;rd;k;str;141
Als;ku2;736;51.5;negpal;high;back;rd;k;str;142
Als;på1;492;25.8;negpal;mid;back;rd;p;negstr;143
Als;ko1;885;63.4;negpal;mid;back;rd;k;negstr;144
Als;ku1;591;30.2;negpal;high;back;rd;k;negstr;145
Als;pi2;1036;18.8;negpal;high;front;negrd;p;str;146
Als;på1;751;23.5;negpal;mid;back;rd;p;negstr;147
Ansager;kø2;1698;85.8;negpal;mid;front;rd;k;str;148
Ansager;te1;3661;71.3;negpal;high;front;negrd;t;negstr;149
Ansager;koe1;1024;64.7;negpal;low;central;negrd;k;negstr;150
Ansager;ke1;2693;71.5;negpal;high;front;negrd;k;negstr;151
Ansager;tør1;2699;58.2;negpal;low;front;rd;t;negstr;152
Ansager;tæ1;2796;56.5;negpal;mid;front;negrd;t;negstr;153
Ansager;tæ2;3216;39.4;negpal;mid;front;negrd;t;str;154
Ansager;te1;2885;63.5;negpal;high;front;negrd;t;negstr;155
Ansager;ta1;1886;37.3;negpal;low;front;negrd;t;negstr;156
Ansager;pi1;1154;21.7;negpal;high;front;negrd;p;negstr;157
Ansager;ku1;1551;72;negpal;high;back;rd;k;negstr;158
Ansager;tør1;2381;60.4;negpal;low;front;rd;t;negstr;159
Ansager;tøe2;2254;45;negpal;mid;front;rd;t;str;160
Ansager;koe2;2152;42;negpal;low;central;negrd;k;str;161
Ansager;koe1;1553;60.8;negpal;low;central;negrd;k;negstr;162
Ansager;te1;1601;69.7;negpal;high;front;negrd;t;negstr;163
Ansager;px1;975;21.2;negpal;mid;central;negrd;p;negstr;164
Ansager;ti1;2765;30.7;negpal;high;front;negrd;t;negstr;165
Ansager;ku1;1005;44.3;negpal;high;back;rd;k;negstr;166
Ansager;ku1;1103;39.9;negpal;high;back;rd;k;negstr;167
Ansager;te1;2447;57.8;negpal;high;front;negrd;t;negstr;168
Ansager;koe1;1184;46.4;negpal;low;central;negrd;k;negstr;169
Ansager;te1;2171;69.9;negpal;high;front;negrd;t;negstr;170
Ansager;ti1;2371;21;negpal;high;front;negrd;t;negstr;171
Ansager;te1;2395;58.7;negpal;high;front;negrd;t;negstr;172
Ansager;ti1;3344;48.3;negpal;high;front;negrd;t;negstr;173
Ansager;te1;1691;37.4;negpal;high;front;negrd;t;negstr;174
Ansager;pe1;2418;55.2;negpal;high;front;negrd;p;negstr;175
Ansager;pe2;1570;39.6;negpal;high;front;negrd;p;str;176
Ansager;tx1;2343;27;negpal;mid;central;negrd;t;negstr;177
Ansager;koe1;1564;40.4;negpal;low;central;negrd;k;negstr;178
Ansager;te1;3519;47.9;negpal;high;front;negrd;t;negstr;179
Ansager;tjæ1;3242;52;pal;mid;front;negrd;t;negstr;180
Ansager;te2;3857;29;negpal;high;front;negrd;t;str;181
Ansager;toe1;2113;54.6;negpal;low;central;negrd;t;negstr;182
Ansager;koe1;1271;38.5;negpal;low;central;negrd;k;negstr;183
Ansager;kå1;1116;57;negpal;mid;back;rd;k;negstr;184
Ansager;koe1;960;26.2;negpal;low;central;negrd;k;negstr;185
Ansager;te1;2333;60.7;negpal;high;front;negrd;t;negstr;186
Ansager;te1;3368;45.4;negpal;high;front;negrd;t;negstr;187
Ansager;te1;3537;42.5;negpal;high;front;negrd;t;negstr;188
Ansager;ku2;1312;51.6;negpal;high;back;rd;k;str;189
Ansager;ku1;928;53.2;negpal;high;back;rd;k;negstr;190
Ansager;ko2;834;40.2;negpal;mid;back;rd;k;str;191
Ansager;kja2;4074;76.7;pal;low;front;negrd;k;str;192
Ansager;kjø1;2236;85.8;pal;mid;front;rd;k;negstr;193
Ansager;tør1;1664;58.7;negpal;low;front;rd;t;negstr;194
Ansager;koe2;1301;47.4;negpal;low;central;negrd;k;str;195
Ansager;pe2;1803;33.4;negpal;high;front;negrd;p;str;196
Ansager;te1;2633;110.4;negpal;high;front;negrd;t;negstr;197
Arnborg;par2;420;48.7;negpal;low;central;negrd;p;str;198
Arnborg;kar2;1736;76.1;negpal;low;central;negrd;k;str;199
Arnborg;kår2;707;74.3;negpal;low;back;rd;k;str;200
