source_id,file_table,original_variable,standardized_variable,variable_domain,description_meaning,units,datatype,coding_levels,missing_value_conventions,measurement_annotation_method,time_reference_window,anatomical_acoustic_target,provenance,notes
rog_slovenian_1_0_1_1_manual_prosody,speeches_source_faithful.tsv.csv,SUBCORPUS,subcorpus,study/condition,ROG subcorpus label,,string,,Source uses literal hyphen (-) for some unavailable/not-applicable metadata,,,,ROG 1.1 METADATA/ROG-speeches.tsv,
rog_slovenian_1_0_1_1_manual_prosody,speeches_source_faithful.tsv.csv,TITLE,recording_title_original,recording/utterance,Original speech/text title,,string,,Source uses literal hyphen (-) for some unavailable/not-applicable metadata,,,,ROG 1.1 METADATA/ROG-speeches.tsv,
rog_slovenian_1_0_1_1_manual_prosody,speeches_source_faithful.tsv.csv,DATE,recording_date_original,recording/equipment,Recording date or month string,,string,,Source uses literal hyphen (-) for some unavailable/not-applicable metadata,,,,ROG 1.1 METADATA/ROG-speeches.tsv,
rog_slovenian_1_0_1_1_manual_prosody,speeches_source_faithful.tsv.csv,SOURCE,recording_source_original,provenance,Original recording/source description,,string,,Source uses literal hyphen (-) for some unavailable/not-applicable metadata,,,,ROG 1.1 METADATA/ROG-speeches.tsv,
rog_slovenian_1_0_1_1_manual_prosody,speeches_source_faithful.tsv.csv,URL,source_url_original,provenance,Original linked URL field,,string,,Source uses literal hyphen (-) for some unavailable/not-applicable metadata,,,,ROG 1.1 METADATA/ROG-speeches.tsv,
rog_slovenian_1_0_1_1_manual_prosody,speeches_source_faithful.tsv.csv,TEXT-REGION,recording_region_original,language/variety,Region associated with text/recording,,string,,Source uses literal hyphen (-) for some unavailable/not-applicable metadata,,,,ROG 1.1 METADATA/ROG-speeches.tsv,
rog_slovenian_1_0_1_1_manual_prosody,speeches_source_faithful.tsv.csv,DOMAIN,domain_original,task/style,Speech domain label,,string,,Source uses literal hyphen (-) for some unavailable/not-applicable metadata,,,,ROG 1.1 METADATA/ROG-speeches.tsv,
rog_slovenian_1_0_1_1_manual_prosody,speeches_source_faithful.tsv.csv,TYPE,speech_type_original,task/style,Speech/text type label,,string,,Source uses literal hyphen (-) for some unavailable/not-applicable metadata,,,,ROG 1.1 METADATA/ROG-speeches.tsv,
rog_slovenian_1_0_1_1_manual_prosody,speeches_source_faithful.tsv.csv,CHANNEL,channel_original,task/style,Interaction/channel label,,string,,Source uses literal hyphen (-) for some unavailable/not-applicable metadata,,,,ROG 1.1 METADATA/ROG-speeches.tsv,
rog_slovenian_1_0_1_1_manual_prosody,speeches_source_faithful.tsv.csv,SENTENCES,sentence_count,recording/utterance,Number of sentences in speech/text,,integer,,Source uses literal hyphen (-) for some unavailable/not-applicable metadata,,,,ROG 1.1 METADATA/ROG-speeches.tsv,
rog_slovenian_1_0_1_1_manual_prosody,speeches_source_faithful.tsv.csv,WORDS,word_count,recording/utterance,Number of words in speech/text,,integer,,Source uses literal hyphen (-) for some unavailable/not-applicable metadata,,,,ROG 1.1 METADATA/ROG-speeches.tsv,
rog_slovenian_1_0_1_1_manual_prosody,speeches_source_faithful.tsv.csv,SPK-IDsUTTS,speaker_ids_original,speaker/recording link,Original speaker-ID linkage field for utterances,,string,,Source uses literal hyphen (-) for some unavailable/not-applicable metadata,,,,ROG 1.1 METADATA/ROG-speeches.tsv,
rog_slovenian_1_0_1_1_manual_prosody,split_source_faithful.tsv.csv,TEXT-ID,source_text_id,recording/utterance,ROG text identifier,,string,,,,,,ROG 1.1 ROG-TrainDevTest-split.tsv,
rog_slovenian_1_0_1_1_manual_prosody,split_source_faithful.tsv.csv,Split,dataset_split,study/condition,Train/dev/test split assignment,,string,Train; Dev; Test,,,,,ROG 1.1 ROG-TrainDevTest-split.tsv,
