source_id,source_utterance_id,original_symbol_sequence,upstream_path,annotation_provenance
jsut_label,BASIC5000_1541,"^-s-e-[-N-k-u-]-sh-a-t-a-ch-i-w-a-_-i-[-ch-i-r-e-N-n-o-#-sh-o-[-o-g-a-i-o-#-k-o-[-k-u-f-u-k-u-sh-i-t-e-k-i-]-t-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1542,"^-gy-o-[-o-sh-a-g-a-_-z-o-[-o-k-a-n-o-#-h-a-[-n-a-]-t-a-b-a-o-#-t-o-[-d-o-]-k-e-t-e-#-k-a-[-z-a-cl-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1543,"^-ch-i-]-N-ry-o-o-g-a-#-t-e-[-g-o-r-o-n-a-]-r-a-_-d-o-]-N-n-a-#-m-a-]-N-sh-o-N-d-e-m-o-#-k-a-[-m-a-i-m-a-s-e-]-N-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1544,"^-g-o-[-ts-u-g-o-o-n-o-#-y-o-]-i-t-o-k-i-n-i-_-o-[-t-a-z-u-n-e-k-u-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1545,"^-h-i-[-t-o-]-k-o-t-o-d-e-#-i-[-e-]-b-a-_-k-a-]-r-e-w-a-#-b-a-]-k-a-d-a-t-o-#-o-[-m-o-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1546,"^-t-o-[-o-r-o-]-N-sh-a-w-a-_-e-[-n-e-r-u-g-i-i-m-o-]-N-d-a-i-n-i-#-ts-u-]-i-t-e-#-r-o-[-N-j-i-]-r-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1547,"^-h-o-[-r-o-b-i-]-n-i-#-i-[-t-a-]-r-u-#-m-o-]-N-w-a-#-o-]-o-k-i-k-u-_-s-o-[-n-o-m-i-ch-i-w-a-#-h-i-[-r-o-]-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1548,"^-o-[-k-o-m-e-y-a-s-a-N-w-a-_-i-[-w-a-z-u-t-o-sh-i-r-e-t-a-_-sh-a-[-y-o-o-#-s-a-]-N-gy-o-o-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1549,"^-h-a-[-t-o-y-a-m-a-s-a-N-g-a-#-k-e-[-e-b-a-d-e-#-s-a-]-i-sh-i-o-#-y-a-[-sh-i-n-a-]-cl-t-e-i-r-u-t-o-#-i-[-cl-t-e-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1550,"^-i-]-m-i-n-o-a-r-u-#-h-e-[-N-k-a-k-u-g-a-#-n-a-[-s-a-r-e-]-r-u-#-n-a-[-r-a-]-b-a-_-w-a-[-t-a-sh-i-w-a-#-s-e-[-e-j-i-k-a-]-i-k-a-k-u-n-i-#-s-o-[-o-j-i-t-e-#-s-a-[-N-s-e-e-d-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1551,"^-n-a-]-N-b-u-n-o-#-u-[-r-i-a-g-e-w-a-_-y-o-]-N-j-u-u-#-n-a-[-n-a-p-a-a-s-e-]-N-t-o-#-z-o-[-o-k-a-sh-i-t-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1552,"^-k-a-[-i-b-u-ts-u-n-o-#-a-[-sh-i-o-]-t-o-o-#-k-i-[-k-u-]-t-o-_-k-a-]-r-e-r-a-w-a-#-sh-i-[-h-o-]-o-#-h-a-[-cl-p-o-]-o-n-i-#-h-a-[-sh-i-r-i-d-a-]-sh-i-t-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1553,"^-k-a-[-N-ry-o-o-t-a-ch-i-w-a-_-d-a-[-i-k-i-]-gy-o-o-t-o-n-o-#-ky-o-]-o-k-o-n-a-#-k-a-[-N-k-e-e-o-#-i-]-j-i-sh-i-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1554,"^-j-o-[-o-ky-a-k-u-w-a-_-i-[-cl-t-e-]-e-ry-o-o-n-o-#-n-i-]-m-o-ts-u-o-#-k-i-]-n-a-i-n-i-#-m-o-[-ch-i-k-o-m-u-k-o-t-o-]-g-a-#-d-e-[-k-i-]-r-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1555,"^-k-a-[-N-z-u-]-m-e-n-o-#-sh-o-[-k-u-]-ry-o-o-w-a-_-k-a-]-n-o-j-o-n-o-#-o-[-k-i-n-i-#-m-e-[-s-a-]-n-a-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1556,"^-n-a-[-r-a-i-h-a-j-i-]-m-e-t-e-#-n-i-]-n-e-N-sh-i-k-a-#-n-a-[-r-a-]-n-a-i-n-o-o-#-k-a-[-N-g-a-e-]-r-u-t-o-_-k-a-]-r-e-n-o-#-e-[-e-g-o-m-o-#-w-a-]-r-u-k-u-#-n-a-]-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1557,"^-d-o-[-i-s-a-N-n-i-#-o-[-a-i-d-e-k-i-]-r-u-#-y-o-]-o-n-i-#-g-o-[-t-e-]-h-a-i-#-i-[-t-a-d-a-k-e-m-a-]-s-u-k-a-?-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1558,"^-sh-i-[-ch-i-g-a-ts-u-n-o-#-j-o-[-o-j-u-N-w-a-_-u-]-m-i-n-i-#-i-[-k-u-]-n-o-w-a-#-h-a-[-y-a-]-i-k-a-n-a-?-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1559,"^-s-a-[-N-#-f-u-[-j-i-N-k-a-]-i-g-a-#-h-e-[-cl-t-e-i-r-u-]-n-o-w-a-_-sh-u-[-cl-s-e-]-e-s-u-u-n-o-#-g-e-[-N-sh-o-o-d-e-_-i-[-ry-o-o-n-i-]-i-z-u-g-a-#-t-e-[-e-g-e-N-sh-i-t-a-]-n-o-o-#-h-a-[-N-e-e-sh-i-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1560,"^-ky-o-[-o-s-a-N-sh-u-]-g-i-w-a-_-s-o-[-b-i-e-t-o-sh-a-k-a-i-sh-u-g-i-#-ky-o-[-o-w-a-]-k-o-k-u-n-o-#-s-e-[-e-j-i-t-a-]-i-s-e-e-d-a-cl-t-a-g-a-_-s-e-]-N-#-ky-u-]-u-hy-a-k-u-#-ky-u-]-u-j-u-u-#-s-a-[-N-n-e-N-n-i-#-h-o-[-o-k-a-i-sh-i-t-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1561,"^-r-i-[-N-j-i-N-g-a-#-by-o-[-o-k-i-n-i-n-a-]-r-u-t-o-_-k-a-]-n-o-j-o-w-a-_-i-[-sh-a-n-i-#-ch-i-[-ry-o-o-sh-i-t-e-k-u-r-e-r-u-#-y-o-]-o-n-i-#-t-a-[-n-o-]-N-d-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1562,"^-k-o-]-ky-o-o-n-o-#-o-]-i-t-a-#-ry-o-]-o-sh-i-N-n-o-#-k-o-[-t-o-]-o-#-k-a-[-N-g-a-]-e-t-e-m-i-r-u-#-b-e-]-k-i-d-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1563,"^-s-e-[-cl-k-a-k-u-#-k-i-]-t-e-k-u-r-e-t-a-n-o-n-i-_-r-u-]-s-u-o-#-sh-i-[-t-e-i-]-t-e-#-g-o-[-m-e-N-n-e-?-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1564,"^-s-u-[-i-e-e-n-o-a-]-t-o-_-o-[-r-e-N-j-i-j-u-]-u-s-u-#-i-]-cl-p-a-i-t-o-k-u-r-e-b-a-_-y-u-[-u-k-o-t-o-]-w-a-#-n-a-]-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1565,"^-j-i-[-cl-s-e-N-t-e-k-i-k-e-]-N-ch-i-k-a-r-a-#-s-u-[-r-e-]-b-a-_-k-a-]-r-e-n-o-#-k-e-[-e-k-a-k-u-w-a-#-j-i-[-cl-k-o-o-sh-i-n-i-k-u-]-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1566,"^-k-u-[-ch-i-o-#-i-[-cl-p-a-i-n-i-#-sh-i-[-t-a-m-a-m-a-]-d-e-#-h-a-[-n-a-]-sh-i-t-e-w-a-#-i-[-k-e-n-a-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1567,"^-ky-o-[-k-u-ch-i-t-e-k-i-n-a-#-o-[-o-a-]-m-e-d-a-cl-t-a-#-r-a-[-sh-i-]-i-k-e-d-o-_-i-[-k-a-n-a-]-k-u-t-e-#-s-e-[-e-k-a-i-d-a-]-cl-t-a-y-o-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1568,"^-n-i-[-d-o-]-t-o-#-m-a-[-ch-i-g-a-]-i-o-#-s-u-[-r-u-k-o-t-o-]-w-a-#-y-u-[-r-u-s-a-r-e-]-n-a-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1569,"^-n-a-[-n-a-j-i-]-cl-s-a-i-n-i-#-sh-i-[-t-e-]-w-a-_-k-a-]-r-e-w-a-#-i-[-m-a-d-a-n-i-_-o-[-d-o-r-o-]-k-u-h-o-d-o-#-g-e-]-N-k-i-d-e-a-r-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
