source_id,source_utterance_id,original_symbol_sequence,upstream_path,annotation_provenance
jsut_label,BASIC5000_1590,"^-b-i-]-j-i-N-n-o-#-ts-u-]-m-a-o-#-m-o-]-cl-t-a-#-m-o-[-n-o-]-w-a-_-m-e-]-g-a-#-f-u-[-t-a-ts-u-]-d-e-w-a-#-t-a-[-r-i-n-a-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1591,"^-g-i-]-i-N-n-i-#-sh-u-[-u-sh-o-k-u-g-u-ch-i-n-o-#-s-e-[-w-a-]-o-#-t-a-[-n-o-]-N-d-e-m-i-t-a-g-a-_-h-a-[-n-a-d-e-#-a-[-sh-i-r-a-w-a-]-r-e-t-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1592,"^-sh-i-[-N-k-o-o-n-o-#-m-o-[-N-d-a-i-o-#-k-a-[-N-g-a-e-]-r-u-t-o-_-s-a-[-N-j-u-u-n-e-]-N-d-a-i-_-o-]-y-o-b-i-#-s-e-[-e-o-o-n-o-#-ky-o-[-o-s-a-N-sh-u-]-g-i-t-o-n-o-#-r-e-[-N-a-i-t-o-#-y-u-[-u-k-o-t-o-]-n-i-_-m-u-[-k-a-w-a-z-a-]-r-u-o-#-e-]-n-a-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1593,"^-ky-o-]-o-b-u-n-o-#-r-e-[-N-t-o-g-e-N-o-#-t-o-]-cl-t-e-#-k-u-[-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1594,"^-h-a-[-i-b-o-k-u-y-a-#-sh-i-[-cl-p-a-i-w-a-_-n-i-[-N-g-e-N-o-#-h-i-[-j-o-o-n-i-#-h-i-[-k-u-ts-u-n-i-#-s-u-[-r-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1595,"^-j-i-[-k-i-h-i-ts-u-#-s-a-[-i-N-i-r-i-#-b-o-]-o-r-u-o-#-t-e-]-n-i-#-i-[-r-e-r-u-k-o-t-o-]-g-a-#-d-e-[-k-i-t-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1596,"^-ch-o-[-o-t-a-]-i-k-o-k-u-g-a-#-h-a-[-g-e-sh-i-]-i-#-k-o-[-cl-ky-o-o-#-f-u-]-N-s-o-o-o-#-k-a-[-i-k-e-ts-u-s-u-r-u-t-a-m-e-]-n-i-_-h-o-[-N-k-a-k-u-t-e-k-i-n-i-#-k-o-[-o-sh-o-o-sh-i-t-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1597,"^-e-]-w-a-_-s-u-[-k-o-]-sh-i-#-h-a-[-n-a-]-r-e-t-a-#-t-o-[-k-o-r-o-]-n-i-#-o-[-k-u-t-o-_-y-o-[-r-i-y-o-]-k-u-#-m-i-[-e-]-r-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1598,"^-e-]-n-o-#-b-e-[-N-ky-o-o-o-s-u-r-u-t-a-m-e-]-n-i-_-f-u-[-r-a-N-s-u-n-i-#-ry-u-[-u-g-a-k-u-sh-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1599,"^-k-e-[-e-b-o-o-d-e-#-s-o-]-r-a-o-#-n-a-[-g-u-r-i-ts-u-]-k-e-_-y-o-[-r-o-m-e-]-i-t-e-#-t-a-[-i-s-e-e-o-#-t-a-[-t-e-n-a-o-]-sh-i-t-a-#-g-a-]-a-d-o-m-a-N-w-a-_-j-i-[-b-u-N-n-i-#-m-u-[-k-a-cl-t-e-#-t-o-[-cl-sh-i-N-#-sh-i-[-t-e-k-u-]-r-u-_-k-a-[-n-a-a-m-i-z-u-]-k-u-r-i-n-o-#-k-u-[-z-u-k-a-]-g-o-o-#-m-i-]-t-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1600,"^-p-i-[-s-u-t-o-r-u-o-#-m-o-]-cl-t-a-#-o-[-t-o-k-o-]-g-a-_-k-a-]-r-e-o-#-s-e-[-k-i-t-a-]-t-e-t-e-#-k-u-[-r-u-m-a-n-i-#-o-[-sh-i-k-o-]-N-d-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1601,"^-ny-u-[-u-y-o-]-o-k-u-n-i-#-i-[-t-a-t-o-]-k-i-w-a-_-a-[-p-a-]-a-t-o-o-#-k-a-[-r-i-t-e-i-t-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1602,"^-t-a-]-N-k-a-#-j-u-[-u-g-o-]-d-o-r-u-d-e-_-j-u-]-cl-p-o-N-o-#-sh-i-[-ky-u-u-_-o-[-k-u-cl-t-e-i-t-a-d-a-k-e-m-a-]-s-u-k-a-?-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1603,"^-p-i-]-s-a-r-o-g-a-#-i-[-N-k-a-t-e-]-e-k-o-k-u-n-i-#-ts-u-]-i-t-e-#-k-i-[-i-t-a-k-o-t-o-]-n-o-#-o-]-o-k-u-w-a-_-sh-i-]-N-j-i-ts-u-d-e-#-a-[-cl-t-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1604,"^-p-i-]-z-a-o-#-j-i-[-y-u-]-u-n-i-#-m-e-[-sh-i-a-g-a-cl-t-e-k-u-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1605,"^-n-i-[-N-n-i-k-u-w-a-_-t-a-[-b-e-m-o-]-n-o-n-o-#-a-[-j-i-o-#-y-o-]-k-u-#-s-u-[-r-u-]-n-o-n-i-#-ts-u-[-k-a-w-a-r-e-r-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1606,"^-p-i-]-e-r-o-o-#-m-i-]-t-e-_-sh-o-[-o-n-e-N-w-a-#-m-o-[-n-o-]-g-a-#-i-[-e-n-a-k-u-n-a-]-cl-t-e-sh-i-m-a-cl-t-a-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1607,"^-p-i-]-k-a-s-o-n-o-#-e-]-w-a-_-w-a-[-t-a-sh-i-n-i-]-w-a-#-k-i-]-my-o-o-n-i-#-m-i-[-e-]-r-u-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1608,"^-ts-u-[-g-o-o-n-o-#-y-o-[-r-o-sh-i-]-i-t-o-k-i-n-i-_-i-[-r-a-]-sh-i-t-e-#-k-u-[-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,manual_label_repository
jsut_label,BASIC5000_1609,"^-p-i-]-k-u-n-i-cl-k-u-n-i-#-i-[-k-u-]-n-o-w-a-#-d-o-]-o-d-e-sh-o-o-k-a-?-$",e2e_symbol/phoneme.yaml,manual_label_repository
