source_id,recording_id,source_recording_id,style,utterance_text,utterance_start_s,utterance_end_s,segment_index,segment_label_original,segment_start_relative_s,segment_end_relative_s,segment_start_absolute_s,segment_end_absolute_s,manual_status,source_file,source_blob_sha
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,13,s,0.71,0.746148,3.05,3.086148,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,14,S,0.746148,0.8125,3.086148,3.1525,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,15,o:,0.8125,0.865335,3.1525,3.205335,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,16,n,0.865335,0.895,3.205335,3.235,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,17,?,0.895,0.938752,3.235,3.278752,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,18,aI,0.938752,1.02,3.278752,3.36,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,19,n,1.02,1.035,3.36,3.375,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,20,m,1.035,1.075,3.375,3.415,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,21,a:,1.075,1.15,3.415,3.49,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,22,l,1.15,1.18112,3.49,3.52112,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,23,g,1.18112,1.233477,3.52112,3.573477,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,24,@,1.233477,1.294778,3.573477,3.634778,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,25,z,1.294778,1.382325,3.634778,3.722325,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,26,e:,1.382325,1.571737,3.722325,3.911737,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,27,@,1.571737,1.57921,3.911737,3.91921,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,28,n,1.57921,1.736815,3.91921,4.076815,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0002,spike0002,angry,Haben wir uns schon einmal gesehen?,2.34,5.94,29,_,1.736815,3.595,4.076815,5.935,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,1,H#,0,0.5468,5.94,6.4868,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,2,n,0.5468,0.585,6.4868,6.525,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,3,a:,0.585,0.633876,6.525,6.573876,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,4,d,0.633876,0.674784,6.573876,6.614784,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,5,a,0.674784,0.75,6.614784,6.69,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,6,n,0.75,0.798863,6.69,6.738863,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,7,v,0.798863,0.84246,6.738863,6.78246,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,8,aI,0.84246,0.974478,6.78246,6.914478,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,9,s,0.974478,1.04018,6.914478,6.98018,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,10,t,1.04018,1.078864,6.98018,7.018864,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,11,d,1.078864,1.129709,7.018864,7.069709,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,12,u:,1.129709,1.180795,7.069709,7.120795,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,13,j,1.180795,1.23,7.120795,7.17,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,14,a:,1.23,1.3079,7.17,7.2479,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,15,d,1.3079,1.348481,7.2479,7.288481,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,16,a,1.348481,1.39,7.288481,7.33,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,17,s,1.39,1.462638,7.33,7.402638,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,18,?,1.462638,1.468164,7.402638,7.408164,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,19,I,1.468164,1.50255,7.408164,7.44255,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,20,C,1.50255,1.576235,7.44255,7.516235,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,21,d,1.576235,1.671168,7.516235,7.611168,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,22,U,1.671168,1.733428,7.611168,7.673428,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,23,m,1.733428,1.807727,7.673428,7.747727,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,24,k,1.807727,1.936428,7.747727,7.876428,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,25,9,1.936428,1.97137,7.876428,7.91137,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,26,pf,1.97137,2.125,7.91137,8.065,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,27,@,2.125,2.131325,8.065,8.071325,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,28,n,2.131325,2.205,8.071325,8.145,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,29,g,2.205,2.259115,8.145,8.199115,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,30,e:,2.259115,2.32,8.199115,8.26,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,31,g,2.32,2.360904,8.26,8.300904,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,32,@,2.360904,2.364854,8.300904,8.304854,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,33,n,2.364854,2.413168,8.304854,8.353168,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,34,?,2.413168,2.442642,8.353168,8.382642,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,35,y:,2.442642,2.525,8.382642,8.465,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,36,b,2.525,2.580587,8.465,8.520587,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,37,6,2.580587,2.655,8.520587,8.595,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,38,n,2.655,2.69,8.595,8.63,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,39,I,2.69,2.74,8.63,8.68,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,40,C,2.74,2.812424,8.68,8.752424,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,41,t,2.812424,2.87,8.752424,8.81,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,42,z,2.87,2.92,8.81,8.86,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,43,e:,2.92,2.96089,8.86,8.90089,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,44,6,2.96089,3.006943,8.90089,8.946943,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,45,t,3.006943,3.115665,8.946943,9.055665,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,46,O,3.115665,3.155,9.055665,9.095,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,47,l,3.155,3.183172,9.095,9.123172,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,48,@,3.183172,3.262996,9.123172,9.202996,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,49,R,3.262996,3.305,9.202996,9.245,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,50,a,3.305,3.385,9.245,9.325,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,51,n,3.385,3.44,9.325,9.38,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,52,t,3.44,3.500015,9.38,9.440015,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,53,b,3.500015,3.572349,9.440015,9.512349,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,54,I,3.572349,3.660769,9.512349,9.600769,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,55,n,3.660769,3.741332,9.600769,9.681332,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0003,spike0003,angry,"Na dann weißt du ja, dass ich Dummköpfen gegenüber nicht sehr tolerant bin.",5.94,11.94,56,_,3.741332,5.995,9.681332,11.935,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
