source_id,source_utterance_id,original_phoneme_sequence,source_file,source_blob_sha,annotation_status
jsut_label,BASIC5000_1407,"^-h-a-[-i-y-u-u-_-g-e-[-e-j-u-ts-u-k-a-_-o-[-N-g-a-k-u-k-a-_-s-o-[-r-e-n-i-#-s-a-[-cl-k-a-w-a-_-h-a-[-n-a-sh-i-k-o-]-t-o-b-a-_-m-i-]-b-u-r-i-_-sh-i-[-k-i-s-a-i-_-o-[-t-o-]-n-a-d-o-o-#-f-u-[-k-u-]-m-u-#-i-[-r-o-i-r-o-n-a-#-k-a-[-t-a-ch-i-o-#-ts-u-[-k-a-u-k-o-]-t-o-g-a-#-d-e-[-k-i-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1408,"^-f-u-[-y-o-]-o-i-n-a-#-k-o-[-t-o-b-a-]-w-a-_-o-]-o-k-i-n-a-#-w-a-[-z-a-w-a-i-n-o-#-m-o-[-t-o-]-n-i-#-n-a-]-r-u-d-e-#-a-[-r-o-]-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1409,"^-ts-u-[-u-#-b-u-[-r-o-]-cl-k-u-#-s-a-[-k-i-m-a-]-d-e-#-a-[-r-u-]-k-i-_-h-i-[-d-a-r-i-e-#-m-a-[-g-a-r-i-n-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1410,"^-o-[-t-o-]-g-a-#-o-[-o-k-i-]-i-#-h-o-]-o-g-a-_-g-a-]-sh-i-g-a-sh-i-#-sh-i-[-g-o-t-o-#-sh-i-[-t-e-i-r-u-#-y-o-]-o-n-i-#-m-i-[-e-]-r-u-t-o-#-y-u-[-u-h-i-t-o-t-o-_-u-[-r-u-s-a-]-i-#-d-a-[-k-e-]-cl-t-e-#-y-u-[-u-]-h-i-t-o-_-i-[-m-a-]-s-u-y-o-n-e-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1411,"^-n-i-]-d-a-i-n-o-#-k-u-[-r-u-m-a-w-a-_-t-a-[-g-a-i-n-i-#-m-i-[-ch-i-o-#-y-u-[-z-u-r-o-]-o-t-o-#-sh-i-[-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1412,"^-m-e-[-e-b-o-n-i-#-w-a-[-t-a-sh-i-n-o-n-a-m-a-e-m-o-_-ts-u-[-i-k-a-sh-i-t-e-k-u-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1413,"^-k-i-[-t-e-k-i-g-a-n-a-cl-t-e-_-f-u-]-n-e-w-a-#-y-u-[-cl-k-u-]-r-i-t-o-#-m-i-[-n-a-t-o-k-a-r-a-#-h-a-[-n-a-]-r-e-t-e-i-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1414,"^-w-a-[-s-e-d-a-d-a-]-i-g-a-k-u-n-i-#-o-[-k-e-r-u-#-k-a-]-r-e-n-o-#-s-a-]-i-g-o-n-o-#-k-o-[-o-g-i-w-a-_-b-a-[-N-r-a-i-n-o-#-h-a-]-k-u-sh-u-#-k-a-[-cl-s-a-i-o-#-a-[-b-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1415,"^-j-o-[-o-#-s-o-[-n-o-m-o-n-o-]-w-a-_-f-u-[-ts-u-u-n-o-#-sh-i-[-r-i-N-d-a-]-a-j-o-o-d-e-s-u-k-a-r-a-_-d-o-]-a-o-#-sh-i-]-m-e-t-a-r-a-_-o-[-o-t-o-r-o-]-cl-k-u-s-u-r-u-t-o-#-y-u-[-u-k-o-t-o-]-w-a-#-a-[-r-i-m-a-s-e-]-N-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1416,"^-n-a-[-y-a-n-i-]-w-a-#-j-i-[-t-e-]-N-sh-a-o-#-o-[-i-t-e-]-w-a-#-i-[-k-e-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1417,"^-k-u-[-i-i-j-i-n-o-#-h-a-[-cl-t-a-#-sh-o-[-o-n-e-N-w-a-_-ry-o-]-o-r-i-o-#-z-e-]-N-b-u-#-t-a-[-i-r-a-]-g-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1418,"^-t-a-[-b-e-]-m-o-n-o-w-a-#-y-o-]-k-u-#-n-a-[-k-a-]-cl-t-a-g-a-_-s-u-[-k-u-n-a-]-k-u-t-o-m-o-#-n-e-[-d-a-N-g-a-#-y-a-]-s-u-k-a-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1419,"^-k-a-[-N-ky-a-k-u-g-a-w-a-k-a-r-a-_-a-[-i-t-e-ch-i-]-i-m-u-o-#-w-a-[-r-a-cl-t-e-y-a-r-u-k-o-t-o-]-w-a-_-s-o-[-n-o-#-sh-i-]-k-i-o-#-k-u-[-j-i-]-k-u-k-o-t-o-n-i-#-n-a-[-r-o-]-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1420,"^-sh-i-[-b-a-k-a-r-i-]-k-i-g-a-_-k-a-]-N-s-o-n-a-#-ts-u-[-k-u-r-i-n-o-#-n-i-[-g-u-]-r-u-m-a-n-i-#-ts-u-[-N-d-e-a-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1421,"^-s-a-[-k-a-]-o-#-o-[-r-i-]-r-u-t-o-k-i-n-i-_-k-a-]-n-o-j-o-n-o-#-o-[-N-b-o-r-o-j-i-t-e-]-N-sh-a-w-a-_-k-i-]-i-k-i-i-#-o-[-t-o-]-o-#-t-a-]-t-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1422,"^-s-u-[-g-i-s-a-]-cl-t-a-k-o-t-o-o-#-n-a-[-g-e-]-i-t-e-m-o-#-sh-o-[-o-g-a-n-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1423,"^-s-o-]-o-sh-a-n-o-#-n-a-]-k-a-n-i-w-a-_-h-a-[-sh-i-r-i-n-a-]-g-a-r-a-#-m-i-[-z-u-o-#-n-o-]-m-u-#-m-o-[-n-o-]-m-o-#-i-[-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1424,"^-a-]-r-a-sh-i-w-a-#-k-o-[-n-o-u-e-m-o-n-a-]-k-u-_-h-a-[-g-e-]-sh-i-k-u-#-n-a-]-cl-t-e-k-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1425,"^-sh-i-]-N-sh-i-n-a-r-a-_-m-i-[-ch-i-n-i-#-ts-u-]-b-a-n-a-d-o-#-h-a-[-k-a-]-n-a-i-d-a-r-o-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1426,"^-i-]-s-o-n-o-s-a-N-#-i-]-cl-k-a-w-a-_-y-o-]-k-u-#-h-a-]-i-k-i-N-g-u-n-i-#-i-[-cl-t-a-m-o-n-o-]-d-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1427,"^-a-]-r-a-sh-i-d-e-#-k-a-]-r-e-r-a-w-a-_-i-[-e-n-o-n-a-]-k-a-n-i-#-t-o-[-j-i-k-o-m-e-r-a-]-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1428,"^-s-e-[-e-sh-o-]-k-u-sh-a-w-a-_-j-i-]-N-s-e-e-n-o-#-r-a-[-k-u-g-o-sh-a-n-o-h-o-]-o-n-i-#-m-i-[-k-a-t-a-sh-i-t-e-_-sh-o-[-o-r-i-]-sh-a-o-#-s-e-[-cl-t-o-k-u-sh-i-_-a-[-y-u-m-i-y-o-r-a-s-e-]-r-u-k-o-t-o-o-#-n-a-[-r-i-w-a-i-t-o-sh-i-t-e-i-r-u-#-y-o-]-o-n-i-#-o-[-m-o-e-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
jsut_label,BASIC5000_1429,"^-t-a-[-i-sh-u-u-w-a-_-d-o-[-k-u-s-a-]-i-sh-a-n-i-#-h-a-[-N-k-o-o-sh-i-t-e-_-h-a-[-N-r-a-N-o-#-o-[-k-o-]-sh-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated
