source_id,source_utterance_id,utterance_id,original_symbol_sequence,annotation_status,timing_status,source_file,source_blob_sha
jsut,BASIC5000_1442,jsut::BASIC5000_1442,"^-r-a-]-N-d-a-a-g-a-#-h-i-[-ts-u-y-o-o-n-a-#-sh-u-[-u-s-e-e-o-#-h-o-[-d-o-k-o-]-sh-i-t-a-#-k-o-[-t-o-]-w-a-_-ch-u-]-u-i-s-u-r-u-#-k-a-]-ch-i-g-a-#-a-]-r-u-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1443,jsut::BASIC5000_1443,"^-ch-i-[-ch-i-]-g-a-_-w-a-[-t-a-sh-i-n-o-t-a-m-e-]-n-i-_-o-[-i-sh-i-i-#-ch-u-[-u-sh-o-k-u-o-#-ts-u-[-k-u-]-cl-t-e-k-u-r-e-t-a-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1444,jsut::BASIC5000_1444,"^-a-[-k-a-j-i-w-a-#-n-a-]-N-t-o-k-a-#-u-[-m-e-a-w-a-s-e-]-n-a-k-e-r-e-b-a-#-n-a-[-r-a-]-n-a-i-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1445,jsut::BASIC5000_1445,"^-ch-i-[-ch-i-]-k-a-r-a-#-w-a-[-t-a-sh-i-n-i-_-k-o-[-N-py-u-u-t-a-a-g-e-]-e-m-u-g-a-#-a-[-t-a-e-r-a-r-e-t-a-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1446,jsut::BASIC5000_1446,"^-k-u-[-ch-i-b-u-e-w-a-_-a-]-r-u-#-h-o-[-o-h-o-o-d-e-_-i-]-k-i-o-#-f-u-[-k-u-k-o-t-o-]-d-e-#-d-e-[-k-i-]-r-u-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1447,jsut::BASIC5000_1447,"^-t-o-]-o-s-a-N-w-a-_-s-o-[-N-n-a-#-b-a-]-k-a-n-a-k-o-t-o-o-#-sh-i-[-t-a-k-o-t-o-]-d-e-_-m-u-[-s-u-k-o-n-i-#-h-a-[-r-a-]-o-#-t-a-]-t-e-t-a-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1448,jsut::BASIC5000_1448,"^-r-i-[-k-o-o-n-a-#-h-i-[-t-o-]-m-o-#-i-[-r-e-]-b-a-_-s-o-]-o-d-e-n-a-i-#-h-i-[-t-o-]-m-o-#-i-[-r-u-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1449,jsut::BASIC5000_1449,"^-r-a-[-m-u-]-sh-u-o-#-k-o-[-n-o-m-a-]-n-a-i-t-o-#-sh-i-[-t-e-]-m-o-_-k-o-[-r-e-o-#-i-]-cl-p-a-i-#-y-a-[-cl-t-e-m-i-t-a-m-a-]-e-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1450,jsut::BASIC5000_1450,"^-m-o-[-N-d-a-i-w-a-_-t-a-[-i-y-o-o-e-n-e-r-u-]-g-i-i-n-i-w-a-#-k-o-]-s-u-t-o-g-a-#-k-a-[-k-a-r-i-#-s-u-[-g-i-]-r-u-t-o-#-y-u-[-u-k-o-t-o-]-d-a-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1451,jsut::BASIC5000_1451,"^-k-a-]-z-o-k-u-w-a-#-m-a-[-m-o-]-n-a-k-u-_-a-[-t-a-r-a-sh-i-]-i-#-k-a-[-N-ky-o-o-n-i-#-t-o-[-k-e-k-o-N-d-a-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1452,jsut::BASIC5000_1452,"^-j-o-[-o-m-u-]-i-N-g-a-_-t-a-[-d-a-]-i-m-a-#-d-e-[-i-r-i-]-g-u-ch-i-o-#-a-[-k-e-t-e-o-r-i-m-a-s-u-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1453,jsut::BASIC5000_1453,"^-s-o-[-cl-ch-o-k-u-n-i-y-u-u-t-o-_-k-a-]-r-e-w-a-_-s-a-[-cl-k-a-t-o-y-u-u-y-o-]-r-i-w-a-_-m-u-]-sh-i-r-o-#-h-i-[-hy-o-o-k-a-d-a-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1454,jsut::BASIC5000_1454,"^-t-e-[-k-i-t-o-o-n-a-#-k-i-]-k-a-i-g-a-#-a-]-r-e-b-a-_-a-[-n-a-]-t-a-o-#-k-a-]-r-e-n-i-#-sh-o-[-o-k-a-i-sh-i-y-o-]-o-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1455,jsut::BASIC5000_1455,"^-g-a-[-k-u-ch-o-o-w-a-_-s-e-]-e-t-o-t-a-ch-i-n-i-_-ts-u-[-g-i-]-n-o-#-t-o-]-o-r-i-n-i-#-k-o-[-o-e-N-sh-i-t-a-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1456,jsut::BASIC5000_1456,"^-h-i-[-j-i-k-a-k-e-]-i-s-u-n-i-#-k-o-[-sh-i-k-a-]-k-e-t-e-_-sh-i-[-b-a-]-r-a-k-u-#-o-[-ch-i-ts-u-i-t-e-k-u-d-a-s-a-]-i-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1457,jsut::BASIC5000_1457,"^-h-a-[-h-a-k-e-e-n-o-s-o-]-b-o-w-a-_-s-o-[-n-o-#-ky-u-[-u-sh-i-k-i-n-o-d-o-]-r-e-s-u-o-#-k-i-[-r-u-k-o-t-o-]-n-i-#-k-o-[-sh-i-ts-u-s-u-r-u-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1458,jsut::BASIC5000_1458,"^-hy-u-]-u-z-u-s-a-N-_-p-i-[-i-t-a-a-_-b-u-[-r-a-]-u-N-d-e-s-u-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1459,jsut::BASIC5000_1459,"^-r-o-[-k-u-]-j-u-u-n-i-#-s-u-[-r-u-t-a-m-e-]-n-i-w-a-_-j-u-[-u-n-a-n-a-]-n-i-#-n-a-]-n-i-o-#-t-a-[-s-e-]-b-a-#-y-o-]-i-n-o-?-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1460,jsut::BASIC5000_1460,"^-r-o-[-k-u-j-u-u-#-g-o-[-s-a-i-#-i-]-j-o-o-n-o-#-h-i-[-t-o-]-t-a-ch-i-w-a-_-s-e-]-e-f-u-k-a-r-a-#-n-e-[-N-k-i-N-o-#-u-]-k-e-t-e-i-r-u-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1461,jsut::BASIC5000_1461,"^-h-i-[-y-o-k-o-g-a-#-e-[-s-a-]-o-#-s-a-[-g-a-sh-i-t-e-_-j-i-]-m-e-N-o-#-ts-u-[-ts-u-]-i-t-e-i-r-u-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1462,jsut::BASIC5000_1462,"^-h-i-]-r-u-t-o-N-sh-i-w-a-_-i-[-e-]-o-#-u-[-r-i-t-a-k-u-n-a-]-cl-t-e-_-sh-i-[-N-b-u-N-n-i-#-k-o-[-o-k-o-k-u-o-#-d-a-]-sh-i-t-a-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1463,jsut::BASIC5000_1463,"^-h-i-]-N-g-i-s-u-g-a-_-i-[-cl-k-a-]-i-s-e-N-#-h-a-[-i-t-a-i-n-o-#-o-[-o-b-a-N-k-u-]-r-u-w-a-s-e-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1464,jsut::BASIC5000_1464,"^-h-i-[-i-t-o-a-i-r-a-N-d-o-#-g-e-]-N-sh-o-o-n-o-#-j-i-[-cl-t-a-i-k-a-]-i-s-e-k-i-t-o-_-t-a-[-i-s-a-k-u-n-o-#-a-[-r-i-k-a-t-a-n-i-ts-u-]-i-t-e-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1465,jsut::BASIC5000_1465,"^-k-u-[-s-u-r-i-g-a-r-a-N-y-o-o-s-a-r-e-r-u-t-o-_-h-i-[-t-o-]-b-i-t-o-n-o-#-k-e-[-N-k-o-o-o-#-g-a-[-i-s-u-]-r-u-#-k-a-[-n-o-o-s-e-e-g-a-a-]-r-u-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1466,jsut::BASIC5000_1466,"^-ky-o-[-o-ky-u-u-g-a-_-m-a-[-m-o-]-n-a-k-u-#-j-u-[-y-o-o-n-i-#-o-[-i-ts-u-k-u-d-e-sh-o-]-o-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1467,jsut::BASIC5000_1467,"^-h-i-]-cl-t-o-r-a-a-w-a-#-j-i-[-s-a-ts-u-sh-i-t-a-]-t-o-_-s-e-[-N-s-e-]-e-w-a-#-w-a-[-t-a-sh-i-n-i-#-o-[-cl-sh-a-]-cl-t-a-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1468,jsut::BASIC5000_1468,"^-s-e-[-N-t-a-k-u-o-#-s-u-[-r-u-]-t-o-#-y-u-[-u-k-o-t-o-]-w-a-_-ts-u-]-n-e-n-i-#-g-i-[-s-e-e-o-_-ts-u-]-m-a-r-i-_-a-]-r-u-m-o-n-o-o-#-a-[-k-i-r-a-]-m-e-t-e-_-b-e-[-ts-u-n-o-#-m-o-]-n-o-o-#-t-o-]-r-u-k-o-t-o-o-#-i-]-m-i-s-u-r-u-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1469,jsut::BASIC5000_1469,"^-h-i-]-t-o-r-a-a-w-a-_-d-o-]-i-ts-u-o-#-s-e-[-N-s-o-o-n-i-#-h-i-[-k-i-i-]-r-e-t-a-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
jsut,BASIC5000_1470,jsut::BASIC5000_1470,"^-h-i-[-d-o-]-i-n-e-_-b-o-]-k-u-r-a-n-o-#-k-a-[-N-k-e-e-w-a-_-k-o-[-N-n-a-n-i-#-d-o-[-r-a-]-i-d-a-cl-t-a-n-o-?-$",manual_phonetic_prosodic,automatic_not_ingested,e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625
