source_id,source_record_id,original_symbol_sequence,source_file,source_blob_sha,annotation_method
jsut,BASIC5000_1361,"^-o-[-t-o-k-o-]-w-a-#-s-u-]-g-u-n-i-#-sh-u-[-u-k-a-N-o-#-k-a-[-e-r-a-r-e-r-u-#-m-o-[-n-o-]-d-e-w-a-#-n-a-]-i-N-d-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1362,"^-f-u-[-k-u-]-w-a-#-a-]-k-a-_-p-i-]-N-k-u-_-a-[-o-i-r-o-n-a-]-d-o-d-e-#-a-]-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1363,"^-f-u-[-k-u-n-o-e-r-a-b-i-k-a-]-t-a-w-a-#-h-o-[-sh-u-t-e-k-i-n-i-#-n-a-]-cl-t-e-#-k-i-]-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1364,"^-o-]-b-a-n-e-#-u-[-ch-i-g-a-r-a-]-sh-i-t-a-#-k-a-]-r-e-n-o-#-s-u-[-g-a-t-a-]-o-#-m-i-[-r-u-]-n-o-w-a-#-sh-i-[-n-o-b-i-n-a-]-i-n-e-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1365,"^-d-a-]-i-k-u-g-a-#-m-u-[-s-u-k-o-n-i-_-t-o-[-r-i-g-o-y-a-o-#-ts-u-[-k-u-]-cl-t-e-#-y-a-[-r-u-]-n-o-w-a-_-i-[-t-a-]-cl-t-e-#-k-a-[-N-t-a-N-n-a-k-o-t-o-]-d-e-#-a-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1366,"^-t-a-[-i-ch-o-o-w-a-b-u-]-k-a-n-i-_-t-a-]-d-a-ch-i-n-i-#-sh-u-[-u-g-o-o-s-u-r-u-#-y-o-]-o-n-i-#-m-e-[-e-r-e-e-sh-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1367,"^-k-a-[-g-o-sh-i-m-a-n-i-]-w-a-#-i-[-ch-i-d-o-m-o-#-i-[-cl-t-a-k-o-]-t-o-g-a-#-a-[-r-i-m-a-s-e-]-N-g-a-_-k-o-[-t-o-sh-i-n-o-#-n-a-[-ts-u-_-i-[-k-u-ts-u-m-o-r-i-d-e-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1368,"^-t-e-]-N-sh-i-n-o-#-h-a-[-n-a-sh-i-o-#-s-u-[-r-u-]-t-o-_-s-o-[-n-o-#-h-a-[-b-a-t-a-k-i-g-a-#-k-i-[-k-o-e-r-u-]-d-e-#-a-[-r-o-]-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1369,"^-t-a-[-sh-o-o-n-o-#-o-[-k-u-]-r-e-o-#-k-o-]-o-ry-o-sh-i-t-e-#-o-[-k-u-]-n-o-g-a-#-h-i-[-ts-u-y-o-o-d-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1370,"^-k-o-[-o-s-o-k-u-d-o-]-o-r-o-o-#-h-a-[-sh-i-]-r-u-#-t-o-[-k-i-]-w-a-_-i-]-k-u-r-a-#-ch-u-]-u-i-#-sh-i-[-t-e-]-m-o-#-j-u-[-u-b-u-]-N-t-o-w-a-#-i-[-e-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1371,"^-s-a-[-gy-o-]-o-i-N-w-a-_-a-[-t-a-r-a-sh-i-]-i-#-i-]-e-n-i-#-h-a-[-i-s-e-N-k-o-]-o-j-i-o-#-sh-i-[-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1372,"^-d-a-[-N-n-e-ts-u-s-e-e-g-a-#-s-u-[-g-u-r-e-]-t-e-i-r-u-#-k-o-[-t-o-]-n-o-#-k-e-[-cl-t-e-]-N-w-a-_-s-u-]-g-u-n-i-#-k-a-[-n-e-ts-u-j-o-]-o-t-a-i-n-i-#-n-a-]-cl-t-e-#-sh-i-[-m-a-u-t-o-#-y-u-[-u-k-o-t-o-]-d-e-#-a-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1373,"^-sh-u-[-cl-s-e-s-u-r-u-t-a-m-e-]-n-i-w-a-_-s-e-[-cl-ky-o-k-u-t-e-k-i-n-a-#-n-i-[-N-g-e-N-d-e-n-a-]-k-e-r-e-b-a-#-n-a-[-r-a-]-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1374,"^-i-[-ch-i-]-b-u-n-o-#-by-o-[-o-i-N-w-a-_-y-o-[-o-j-i-y-o-o-m-i-]-r-u-k-u-n-o-#-m-u-[-ry-o-o-#-m-i-]-h-o-N-o-#-h-a-[-i-f-u-s-u-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1375,"^-sh-i-[-r-e-]-e-k-a-N-w-a-_-b-u-]-k-a-n-i-#-m-u-[-k-a-cl-t-e-#-t-a-]-d-a-ch-i-n-i-#-h-a-[-cl-p-o-o-s-u-r-u-#-y-o-]-o-#-m-e-[-e-r-e-e-o-h-a-cl-sh-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1376,"^-s-a-[-N-ky-u-u-n-o-a-]-t-o-_-k-a-]-n-o-j-o-w-a-#-m-a-[-t-a-#-m-o-]-t-o-n-o-#-sh-i-[-g-o-t-o-n-i-#-m-o-[-d-o-]-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1377,"^-s-e-]-r-o-N-w-a-#-s-e-[-e-j-i-n-o-#-ry-o-[-o-i-k-i-d-e-_-j-u-[-u-y-o-o-n-a-#-y-a-[-k-u-w-a-]-r-i-o-#-e-[-N-z-u-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1378,"^-i-[-ch-i-r-o-o-w-a-#-d-o-[-k-o-t-o-n-a-]-k-u-#-k-i-[-z-u-ts-u-]-i-t-a-#-y-o-]-o-n-i-#-i-[-cl-t-a-]-g-a-_-s-o-[-r-e-g-a-#-u-[-s-o-cl-p-a-ch-i-d-e-a-]-r-u-#-k-o-[-t-o-]-w-a-_-k-o-[-i-ts-u-t-o-]-n-o-#-n-a-[-g-a-n-e-N-n-o-#-ts-u-[-k-i-a-]-i-g-a-#-o-[-sh-i-e-t-e-k-u-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1379,"^-k-i-]-ch-i-n-o-k-o-t-o-w-a-_-m-i-]-ch-i-n-o-k-o-t-o-t-o-#-k-u-[-b-e-ts-u-#-sh-i-[-n-a-]-k-u-t-e-w-a-#-n-a-[-r-a-]-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1380,"^-k-a-[-sh-i-ts-u-o-#-o-[-k-a-]-sh-i-t-e-sh-i-m-a-i-_-m-a-[-k-o-t-o-n-i-#-m-o-[-o-sh-i-w-a-k-e-n-a-]-i-d-e-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1381,"^-g-o-[-s-e-e-ky-u-u-b-u-N-n-o-#-sh-o-]-o-h-i-N-w-a-#-k-e-[-cl-k-a-N-h-i-N-d-e-]-sh-i-t-a-n-o-d-e-_-w-a-[-t-a-k-u-sh-i-]-d-o-m-o-t-o-#-sh-i-[-t-e-]-w-a-_-o-[-sh-i-h-a-r-a-i-#-i-[-t-a-sh-i-k-a-n-e-m-a-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1382,"^-k-a-[-N-p-e-k-i-n-a-o-cl-t-o-n-i-_-m-a-]-d-a-#-d-e-[-a-]-cl-t-a-k-o-t-o-g-a-#-n-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1383,"^-sh-u-[-cl-k-e-ts-u-o-#-t-o-[-m-e-r-u-t-a-m-e-]-n-i-_-d-o-]-o-n-i-k-a-#-sh-i-[-n-a-]-k-e-r-e-b-a-#-n-a-[-r-a-]-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1384,"^-o-[-w-a-s-u-r-e-n-i-#-n-a-]-cl-t-a-#-d-a-[-k-e-]-k-a-t-o-#-o-[-m-o-i-m-a-]-sh-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1385,"^-f-u-[-y-u-y-a-]-s-u-m-i-w-a-#-d-o-]-n-o-y-o-o-n-i-#-s-u-[-g-o-sh-i-m-a-]-sh-i-t-a-k-a-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1386,"^-s-e-[-k-i-h-i-N-t-o-]-g-u-ch-i-n-i-#-i-[-t-a-r-a-]-b-a-_-k-o-]-i-w-a-#-m-a-]-d-o-y-o-r-i-#-t-o-[-b-i-s-a-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1387,"^-s-o-[-n-o-#-sh-i-[-g-o-t-o-w-a-_-sh-o-[-o-g-o-m-a-]-e-n-i-#-o-[-e-n-e-]-b-a-#-n-a-[-r-a-]-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1388,"^-h-a-]-k-a-s-e-t-a-ch-i-n-o-#-i-]-k-e-N-g-a-#-i-[-cl-ch-i-sh-i-n-a-i-t-o-]-k-i-w-a-_-d-a-]-r-e-g-a-#-k-i-[-m-e-r-u-]-n-o-k-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1389,"^-sh-i-[-ts-u-m-e-e-s-u-r-u-k-o-t-o-#-i-]-j-o-o-n-i-_-o-]-o-k-i-n-a-#-f-u-]-k-o-o-g-a-#-a-]-r-u-d-a-r-o-o-k-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
jsut,BASIC5000_1390,"^-k-o-[-o-r-u-y-o-]-o-n-a-#-ts-u-[-m-e-t-a-i-#-k-a-[-z-e-g-a-_-h-o-[-n-e-]-m-a-d-e-#-sh-i-[-m-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_curated_symbol_sequence
