source_id,source_file,source_blob_sha,prompt,text,style,utterance_start_s,utterance_end_s,segment_index,original_label,original_end_s
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,11,@,0.94
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,12,?,0.955
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,13,I,1.025
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,14,C,1.12
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,15,f,1.26
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,16,a,1.3
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,17,l,1.365
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,18,S,1.435758
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,19,f,1.5
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,20,6,1.565
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,21,S,1.672185
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,22,t,1.736132
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,23,a,1.815
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,24,n,1.906156
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,25,d,1.966337
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,26,@,1.972478
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,27,n,2.064811
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0013,Vielleicht habe ich falsch verstanden.,angry,42.78,46.56,28,_,3.775
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,1,H#,0.272659
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,2,h,0.393022
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,3,a:,0.484522
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,4,b,0.535492
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,5,@,0.597516
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,6,?,0.607956
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,7,I,0.632519
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,8,C,0.705
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,9,?,0.731389
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,10,E,0.795
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,11,t,0.85298
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,12,v,0.88
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,13,a,0.95
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,14,s,1.06
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,15,f,1.172924
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,16,a,1.245
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,17,l,1.29266
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,18,S,1.401368
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,19,@,1.44804
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,20,s,1.514976
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,21,g,1.566241
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,22,@,1.623671
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,23,z,1.735
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,24,a:,1.970022
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,25,k,2.06
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,26,t,2.219959
pavoque,marytts/pavoque-data/pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423,spike0014,Habe ich etwas falsches gesagt?,angry,46.56,49.92,27,_,3.355
