source_id,source_utterance_id,utterance_id,phonetic_prosodic_sequence,source_file,source_blob_sha,annotation_status,timing_status
jsut_label,BASIC5000_1578,jsut_label::BASIC5000_1578,"^-n-a-]-N-p-u-N-k-a-#-t-a-]-cl-t-a-n-o-k-a-_-s-o-[-r-e-t-o-]-m-o-#-n-a-[-N-j-i-]-k-a-N-k-a-#-t-a-]-cl-t-a-n-o-k-a-_-n-u-[-m-a-t-a-#-s-e-[-N-s-e-]-e-g-a-#-i-[-e-]-n-i-#-h-a-]-i-cl-t-e-#-k-i-]-t-e-_-t-e-]-e-k-o-n-o-#-h-i-[-t-a-i-n-i-#-t-e-]-o-#-a-[-t-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1579,jsut_label::BASIC5000_1579,"^-m-o-]-t-o-#-s-o-[-o-r-i-d-a-]-i-j-i-N-n-o-#-s-u-[-z-u-k-i-]-sh-i-g-a-_-i-[-i-]-N-k-a-i-n-o-#-g-i-]-ch-o-o-n-i-#-n-a-]-r-u-d-a-r-o-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1580,jsut_label::BASIC5000_1580,"^-r-a-]-i-r-a-cl-k-u-n-o-#-h-a-[-n-a-]-o-#-m-i-]-r-u-n-i-w-a-_-n-i-[-_-s-a-[-N-sh-u-]-u-k-a-N-#-m-a-[-t-a-]-n-e-b-a-#-n-a-[-r-a-]-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1581,jsut_label::BASIC5000_1581,"^-j-i-[-r-a-s-a-]-n-a-i-d-e-_-s-o-[-n-o-#-ny-u-]-u-s-u-o-#-w-a-[-t-a-sh-i-n-i-#-k-i-[-k-a-s-e-t-e-k-u-d-a-s-a-]-i-y-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1582,jsut_label::BASIC5000_1582,"^-t-a-[-i-t-e-e-n-o-g-a-k-u-s-e-e-w-a-_-sh-i-]-j-u-u-#-sh-i-[-k-e-]-N-o-#-u-[-k-e-n-a-]-k-e-r-e-b-a-#-n-a-[-r-a-]-n-a-i-#-k-o-[-t-o-]-d-e-_-i-[-y-a-]-n-i-#-n-a-]-cl-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1583,jsut_label::BASIC5000_1583,"^-k-o-[-o-m-o-k-u-r-i-]-s-u-t-o-n-o-n-a-k-a-n-i-_-a-[-n-a-]-t-a-g-a-#-g-o-[-i-]-k-e-N-o-#-n-o-]-b-e-t-a-m-o-n-o-g-a-#-a-[-r-i-m-a-]-sh-i-t-a-r-a-_-s-o-[-r-e-m-o-#-g-o-[-r-e-N-r-a-k-u-k-u-d-a-s-a-i-m-a-]-s-u-k-a-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1584,jsut_label::BASIC5000_1584,"^-ky-u-[-u-by-o-o-n-o-t-a-m-e-]-n-i-_-k-a-]-r-e-w-a-#-s-o-[-k-o-e-#-i-[-k-u-k-o-t-o-]-g-a-#-d-e-[-k-i-]-n-a-k-a-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1585,jsut_label::BASIC5000_1585,"^-i-]-f-u-k-u-o-#-k-a-[-u-]-n-o-o-#-s-e-[-ts-u-y-a-k-u-sh-i-n-a-]-k-e-r-e-b-a-#-n-a-[-r-a-]-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1586,jsut_label::BASIC5000_1586,"^-k-i-]-r-e-t-a-#-k-e-[-cl-k-a-N-k-a-r-a-_-ch-i-[-g-a-_-d-o-]-k-u-d-o-k-u-t-o-#-n-a-[-g-a-r-e-d-e-]-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1587,jsut_label::BASIC5000_1587,"^-a-[-_-d-a-[-b-i-N-g-u-d-e-k-i-]-r-u-n-a-r-a-_-w-a-[-t-a-sh-i-n-o-]-m-o-#-o-[-n-e-g-a-i-sh-i-t-e-#-i-]-i-d-e-s-u-k-a-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1588,jsut_label::BASIC5000_1588,"^-e-[-N-k-i-N-h-o-o-g-a-#-t-o-[-r-a-]-r-e-t-e-#-n-a-]-i-n-o-d-e-_-s-o-[-n-o-#-e-]-w-a-#-h-e-]-N-n-i-#-m-i-[-e-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1589,jsut_label::BASIC5000_1589,"^-i-[-cl-p-o-d-e-m-o-#-u-[-g-o-]-i-t-e-#-g-o-[-r-a-N-?-_-g-a-[-k-e-k-a-r-a-#-o-]-ch-i-t-e-sh-i-m-a-u-y-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1590,jsut_label::BASIC5000_1590,"^-b-i-]-j-i-N-n-o-#-ts-u-]-m-a-o-#-m-o-]-cl-t-a-#-m-o-[-n-o-]-w-a-_-m-e-]-g-a-#-f-u-[-t-a-ts-u-]-d-e-w-a-#-t-a-[-r-i-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1591,jsut_label::BASIC5000_1591,"^-g-i-]-i-N-n-i-#-sh-u-[-u-sh-o-k-u-g-u-ch-i-n-o-#-s-e-[-w-a-]-o-#-t-a-[-n-o-]-N-d-e-m-i-t-a-g-a-_-h-a-[-n-a-d-e-#-a-[-sh-i-r-a-w-a-]-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1592,jsut_label::BASIC5000_1592,"^-sh-i-[-N-k-o-o-n-o-#-m-o-[-N-d-a-i-o-#-k-a-[-N-g-a-e-]-r-u-t-o-_-s-a-[-N-j-u-u-n-e-]-N-d-a-i-_-o-]-y-o-b-i-#-s-e-[-e-o-o-n-o-#-ky-o-[-o-s-a-N-sh-u-]-g-i-t-o-n-o-#-r-e-[-N-a-i-t-o-#-y-u-[-u-k-o-t-o-]-n-i-_-m-u-[-k-a-w-a-z-a-]-r-u-o-#-e-]-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1593,jsut_label::BASIC5000_1593,"^-ky-o-]-o-b-u-n-o-#-r-e-[-N-t-o-g-e-N-o-#-t-o-]-cl-t-e-#-k-u-[-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1594,jsut_label::BASIC5000_1594,"^-h-a-[-i-b-o-k-u-y-a-#-sh-i-[-cl-p-a-i-w-a-_-n-i-[-N-g-e-N-o-#-h-i-[-j-o-o-n-i-#-h-i-[-k-u-ts-u-n-i-#-s-u-[-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1595,jsut_label::BASIC5000_1595,"^-j-i-[-k-i-h-i-ts-u-#-s-a-[-i-N-i-r-i-#-b-o-]-o-r-u-o-#-t-e-]-n-i-#-i-[-r-e-r-u-k-o-t-o-]-g-a-#-d-e-[-k-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1596,jsut_label::BASIC5000_1596,"^-ch-o-[-o-t-a-]-i-k-o-k-u-g-a-#-h-a-[-g-e-sh-i-]-i-#-k-o-[-cl-ky-o-o-#-f-u-]-N-s-o-o-o-#-k-a-[-i-k-e-ts-u-s-u-r-u-t-a-m-e-]-n-i-_-h-o-[-N-k-a-k-u-t-e-k-i-n-i-#-k-o-[-o-sh-o-o-sh-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1597,jsut_label::BASIC5000_1597,"^-e-]-w-a-_-s-u-[-k-o-]-sh-i-#-h-a-[-n-a-]-r-e-t-a-#-t-o-[-k-o-r-o-]-n-i-#-o-[-k-u-t-o-_-y-o-[-r-i-y-o-]-k-u-#-m-i-[-e-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1598,jsut_label::BASIC5000_1598,"^-e-]-n-o-#-b-e-[-N-ky-o-o-o-s-u-r-u-t-a-m-e-]-n-i-_-f-u-[-r-a-N-s-u-n-i-#-ry-u-[-u-g-a-k-u-sh-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1599,jsut_label::BASIC5000_1599,"^-k-e-[-e-b-o-o-d-e-#-s-o-]-r-a-o-#-n-a-[-g-u-r-i-ts-u-]-k-e-_-y-o-[-r-o-m-e-]-i-t-e-#-t-a-[-i-s-e-e-o-#-t-a-[-t-e-n-a-o-]-sh-i-t-a-#-g-a-]-a-d-o-m-a-N-w-a-_-j-i-[-b-u-N-n-i-#-m-u-[-k-a-cl-t-e-#-t-o-[-cl-sh-i-N-#-sh-i-[-t-e-k-u-]-r-u-_-k-a-[-n-a-a-m-i-z-u-]-k-u-r-i-n-o-#-k-u-[-z-u-k-a-]-g-o-o-#-m-i-]-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
jsut_label,BASIC5000_1600,jsut_label::BASIC5000_1600,"^-p-i-[-s-u-t-o-r-u-o-#-m-o-]-cl-t-a-#-o-[-t-o-k-o-]-g-a-_-k-a-]-r-e-o-#-s-e-[-k-i-t-a-]-t-e-t-e-#-k-u-[-r-u-m-a-n-i-#-o-[-sh-i-k-o-]-N-d-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual,excluded_automatic
