source_id,source_utterance_id,annotation_raw,source_file,source_blob_sha,annotation_status
jsut_label_2017,BASIC5000_1110,"^-o-[-d-o-r-o-]-i-t-a-k-o-t-o-n-i-_-k-a-]-r-e-w-a-#-u-[-t-a-]-g-a-#-u-]-m-a-k-a-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1111,"^-m-i-[-ts-u-k-e-t-a-#-h-i-[-t-o-]-g-a-#-m-o-[-r-a-u-h-i-t-o-_-n-a-[-k-u-sh-i-t-a-h-i-t-o-]-w-a-#-n-a-[-k-i-o-#-m-i-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1112,"^-m-e-[-u-e-n-o-#-h-i-[-t-o-]-n-i-w-a-_-r-e-[-e-g-i-t-a-d-a-]-sh-i-k-u-#-sh-i-[-n-a-]-k-e-r-e-b-a-#-n-a-[-r-a-]-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1113,"^-m-o-]-cl-k-a-n-o-#-t-o-[-k-o-r-o-_-k-o-[-r-e-d-e-#-m-a-[-n-i-a-]-u-d-e-sh-o-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1114,"^-i-[-cl-t-a-i-_-n-a-]-n-i-g-a-#-k-o-]-N-b-a-N-_-o-[-m-o-t-e-]-d-e-#-a-[-N-n-a-#-h-i-[-d-o-]-i-#-o-[-t-o-]-o-#-t-a-]-t-e-t-e-#-i-[-r-u-]-n-o-k-a-_-k-e-[-N-t-o-]-o-m-o-#-ts-u-[-k-i-m-a-s-e-N-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1115,"^-j-u-[-u-s-a-]-N-s-a-i-k-a-r-a-#-j-u-[-u-ky-u-]-u-s-a-i-n-o-#-sh-o-[-o-n-e-N-#-sh-o-]-o-j-o-n-i-#-y-o-]-k-u-a-r-u-#-k-o-[-t-o-]-d-a-g-a-_-k-a-]-n-o-j-o-w-a-#-u-[-n-u-b-o-r-e-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1116,"^-j-u-[-u-n-i-]-s-a-i-k-a-r-a-#-j-u-[-u-h-a-]-cl-s-a-i-n-i-#-w-a-[-t-a-r-u-_-t-a-[-k-u-s-a-]-N-n-o-#-sh-o-[-o-n-e-N-#-sh-o-]-o-j-o-t-a-ch-i-g-a-_-s-o-[-n-o-#-k-o-]-N-t-e-s-u-t-o-n-i-#-o-[-o-b-o-sh-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1117,"^-j-u-[-u-i-ch-i-]-j-i-#-j-u-[-u-g-o-f-u-]-N-m-a-e-o-#-s-u-[-k-o-]-sh-i-#-s-u-]-g-i-t-e-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1118,"^-j-u-[-u-g-a-ts-u-]-n-i-#-s-o-[-o-k-a-i-o-#-k-a-[-i-s-a-i-s-u-b-e-]-k-i-d-a-t-o-y-u-u-#-t-e-[-e-a-N-g-a-a-]-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1119,"^-j-u-[-u-n-a-n-a-s-e-]-e-k-i-n-i-_-k-o-[-k-u-s-a-i-k-e-e-z-a-]-i-r-o-N-n-o-#-h-a-[-cl-t-e-N-g-a-_-r-o-[-o-d-o-]-o-ry-o-k-u-n-o-#-d-a-[-i-i-]-d-o-o-o-#-m-i-[-ch-i-b-i-]-i-t-a-t-o-#-h-a-]-N-s-e-N-g-a-#-n-o-]-b-e-t-e-#-i-[-r-u-]-g-a-_-k-o-[-r-e-w-a-#-a-[-y-a-m-a-]-r-i-d-e-#-a-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1120,"^-s-e-]-N-#-r-o-[-cl-py-a-k-u-s-a-]-N-n-e-N-_-j-e-]-e-m-u-z-u-#-i-]-cl-s-e-e-g-a-#-s-e-[-e-k-e-N-n-o-#-z-a-[-n-i-#-ts-u-]-i-t-a-t-o-k-i-_-f-u-[-cl-t-o-b-o-]-o-r-u-w-a-#-f-u-[-t-a-t-a-b-i-#-ky-o-]-k-a-#-s-a-[-r-e-t-a-]-n-o-d-e-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1121,"^-j-u-[-u-g-o-sh-u-r-u-i-_-i-]-j-o-o-n-o-#-p-a-]-i-o-_-g-o-[-y-o-]-o-i-#-sh-i-[-t-e-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1122,"^-s-a-[-N-k-a-]-cl-k-e-e-n-o-#-s-u-]-b-e-t-e-n-o-#-k-a-]-k-u-n-o-#-w-a-]-w-a-_-hy-a-[-k-u-h-a-ch-i-j-u-]-u-d-o-n-i-#-h-i-[-t-o-sh-i-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1123,"^-s-e-]-N-#-ky-u-]-u-hy-a-k-u-#-g-o-[-j-u-u-h-a-ch-i-]-n-e-N-_-s-o-[-n-o-#-k-i-[-n-e-]-N-h-i-w-a-_-h-i-[-r-o-sh-i-m-a-#-h-e-[-e-w-a-k-o-]-o-e-N-n-i-#-t-a-[-t-e-r-a-]-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1124,"^-s-e-]-N-#-h-a-[-cl-py-a-k-u-#-g-o-[-j-u-u-#-s-a-[-N-n-e-N-_-p-e-]-r-i-i-w-a-_-n-i-[-cl-p-o-]-N-n-i-#-a-[-m-e-r-i-k-a-e-]-n-o-#-m-o-[-N-d-o-o-#-h-i-[-r-a-]-k-u-y-o-o-n-i-#-y-o-[-o-ky-u-u-sh-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1125,"^-m-u-[-s-u-m-e-]-w-a-_-ts-u-]-m-a-g-a-#-k-i-[-t-e-i-t-a-#-d-o-]-r-e-s-u-g-a-#-k-i-[-r-a-r-e-r-u-#-y-o-]-o-n-i-#-n-a-]-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1126,"^-m-u-[-s-u-m-e-n-o-#-h-a-[-n-a-]-r-a-b-i-o-_-ky-o-[-o-s-e-e-sh-i-t-e-#-i-[-t-a-d-a-k-i-t-a-]-i-n-o-d-e-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1127,"^-k-e-[-m-u-r-i-w-a-_-k-a-]-r-e-n-o-#-sh-i-[-N-z-o-o-n-i-#-y-o-]-k-u-#-n-a-]-i-k-a-m-o-#-sh-i-[-r-e-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1128,"^-r-o-[-j-o-o-n-i-#-ts-u-[-m-o-]-cl-t-a-#-y-u-[-k-i-]-w-a-_-k-o-[-o-ts-u-u-n-o-#-j-a-[-m-a-n-i-#-n-a-]-cl-t-e-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1129,"^-i-[-ch-i-_-n-i-]-n-e-N-d-e-#-m-a-]-s-u-t-a-a-#-s-u-[-r-u-]-n-o-w-a-#-m-u-[-z-u-k-a-sh-i-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1130,"^-h-a-[-y-a-k-a-r-o-]-o-g-a-#-y-u-[-cl-k-u-]-r-i-d-e-#-a-[-r-o-]-o-g-a-_-ch-u-]-u-i-sh-i-t-e-#-u-[-N-t-e-N-sh-i-n-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1131,"^-h-a-]-y-a-k-u-#-h-a-[-sh-i-r-i-n-a-s-a-]-i-_-s-o-[-o-s-u-r-e-]-b-a-_-r-e-[-cl-sh-a-n-i-#-m-a-[-n-i-#-a-]-u-y-o-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1132,"^-sh-u-[-cl-sh-o-#-sh-i-[-N-t-a-i-n-o-#-i-[-s-a-g-i-y-o-]-s-a-o-#-w-a-[-k-i-m-a-]-e-t-e-i-r-u-_-t-o-[-_-k-a-]-r-e-w-a-#-i-[-cl-t-e-i-r-u-]-k-e-r-e-d-o-_-i-]-z-a-t-o-n-a-cl-t-a-r-a-#-d-o-]-o-d-a-k-a-n-e-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1133,"^-h-a-[-y-a-]-i-#-s-o-]-k-u-d-o-d-e-#-y-o-]-k-u-#-r-i-]-k-a-i-sh-i-t-e-#-h-o-]-N-o-#-y-o-]-m-u-#-k-o-[-t-o-]-g-a-#-d-e-[-k-i-]-r-e-b-a-_-t-a-]-b-u-N-_-y-o-]-N-d-a-k-o-t-o-o-#-t-a-[-k-u-s-a-N-#-k-i-[-o-k-u-s-u-r-u-k-o-t-o-]-g-a-_-y-o-]-o-i-n-i-#-d-e-[-k-i-]-r-u-#-d-e-[-sh-o-]-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1134,"^-m-u-[-s-u-m-e-]-g-a-#-t-o-[-k-i-d-o-k-i-_-w-a-[-t-a-sh-i-n-o-#-m-i-[-m-a-i-n-i-#-k-i-]-t-e-k-u-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1135,"^-m-a-[-d-o-g-i-w-a-k-a-#-ts-u-[-u-r-o-g-a-w-a-_-d-o-]-ch-i-r-a-n-i-#-n-a-[-s-a-i-m-a-]-s-u-k-a-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1136,"^-m-i-[-n-i-k-u-]-i-#-a-[-h-i-r-u-n-o-k-o-w-a-_-y-u-]-u-g-a-n-a-#-h-a-[-k-u-ch-o-o-t-o-n-a-]-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1137,"^-s-o-[-k-o-m-a-]-d-e-w-a-_-t-o-[-t-e-m-o-#-ky-o-]-r-i-g-a-#-a-]-r-u-y-o-o-n-i-#-o-[-m-o-]-e-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1138,"^-m-i-]-n-a-k-u-ch-a-#-i-[-k-e-n-a-i-#-d-o-[-o-b-u-ts-u-g-a-_-t-a-[-k-u-s-a-N-#-i-[-r-u-y-o-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1139,"^-m-u-[-s-u-m-e-]-t-a-ch-i-n-o-#-o-[-sh-a-]-b-e-r-i-w-a-_-i-]-ts-u-m-a-d-e-m-o-...",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
