source_id,utterance_id,segment_index,label_original,start_rel_s,end_rel_s,duration_s
pavoque,pavoque::spike0007,2,v,0.17,0.23,0.06
pavoque,pavoque::spike0007,3,i:,0.23,0.382713,0.15271300000000002
pavoque,pavoque::spike0007,4,f,0.382713,0.49,0.10728699999999997
pavoque,pavoque::spike0007,5,y:,0.49,0.567005,0.07700499999999999
pavoque,pavoque::spike0007,6,l,0.567005,0.61,0.042995000000000005
pavoque,pavoque::spike0007,7,s,0.61,0.716282,0.10628199999999999
pavoque,pavoque::spike0007,8,t,0.716282,0.725,0.008718000000000004
pavoque,pavoque::spike0007,9,d,0.725,0.739892,0.014892000000000016
pavoque,pavoque::spike0007,10,u:,0.739892,0.786927,0.04703500000000005
pavoque,pavoque::spike0007,11,d,0.786927,0.836957,0.05002999999999991
pavoque,pavoque::spike0007,12,I,0.836957,0.886445,0.04948800000000009
pavoque,pavoque::spike0007,13,C,0.886445,0.977362,0.09091699999999991
pavoque,pavoque::spike0007,14,h,0.977362,1.015,0.03763799999999995
pavoque,pavoque::spike0007,15,OY,1.015,1.16104,0.14604000000000017
pavoque,pavoque::spike0007,16,t,1.16104,1.247613,0.08657300000000001
pavoque,pavoque::spike0007,17,@,1.247613,1.363147,0.11553400000000003
pavoque,pavoque::spike0007,18,_,1.363147,2.995,1.631853
pavoque,pavoque::spike0008,1,H#,0.0,0.280902,0.280902
pavoque,pavoque::spike0008,2,?,0.280902,0.324898,0.043996000000000035
pavoque,pavoque::spike0008,3,a,0.324898,0.408238,0.08333999999999997
pavoque,pavoque::spike0008,4,x,0.408238,0.475,0.06676199999999999
pavoque,pavoque::spike0008,5,j,0.475,0.61,0.135
pavoque,pavoque::spike0008,6,a:,0.61,0.963273,0.35327300000000006
pavoque,pavoque::spike0008,7,_,0.963273,1.915,0.951727
