source_id,source_record_id,original_symbol_sequence,source_file,annotation_status
jsut_label,BASIC5000_1500,"^-h-a-[-t-a-k-e-w-a-_-m-e-]-N-s-e-k-i-g-a-#-s-a-[-N-by-a-k-u-e-e-k-a-a-i-]-j-o-o-#-a-]-r-u-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1501,"^-t-a-[-k-a-t-o-b-i-d-e-]-w-a-_-k-a-]-r-e-w-a-#-w-a-[-t-a-sh-i-y-o-]-r-i-#-z-u-[-cl-t-o-#-u-[-e-d-a-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1502,"^-p-e-]-g-i-i-w-a-_-e-[-N-g-e-k-i-o-#-m-i-]-n-i-#-i-[-k-a-n-a-]-k-a-cl-t-a-g-a-_-w-a-[-t-a-sh-i-m-o-#-i-[-k-a-n-a-]-k-a-cl-t-a-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1503,"^-a-[-sh-i-d-e-m-a-]-t-o-i-n-i-n-a-r-u-#-k-o-[-d-o-m-o-o-#-o-[-t-a-n-o-m-i-sh-i-t-e-#-s-u-[-m-i-m-a-s-e-]-N-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1504,"^-p-e-[-e-r-u-]-e-r-u-w-a-_-a-[-r-u-k-o-o-r-u-#-g-a-[-N-y-u-]-u-ry-o-o-n-o-#-s-u-[-k-u-n-a-]-i-#-b-i-[-i-r-u-d-a-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1505,"^-m-i-[-ts-u-m-o-r-i-sh-o-n-i-]-w-a-_-h-a-[-i-s-o-]-o-ry-o-o-t-o-#-h-o-[-k-e-]-N-ry-o-o-n-i-#-ts-u-]-i-t-e-n-o-#-k-i-[-s-a-i-g-a-#-a-[-r-i-m-a-s-e-]-N-d-e-sh-i-t-a-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1506,"^-n-i-[-cl-k-i-o-#-ts-u-[-k-e-]-r-u-k-o-t-o-d-e-_-h-i-[-b-i-]-n-o-#-s-e-[-e-k-a-ts-u-n-i-t-a-i-s-u-]-r-u-#-h-a-[-N-s-e-e-n-o-#-k-i-]-k-a-i-o-#-e-]-r-u-k-o-t-o-n-i-m-o-#-n-a-]-r-u-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1507,"^-d-o-[-o-s-e-]-d-a-i-n-o-#-h-i-]-t-o-w-a-_-sh-i-[-g-o-t-o-t-o-k-a-_-k-a-[-i-m-o-n-o-d-e-#-r-u-]-s-u-#-b-a-]-k-a-r-i-d-e-s-u-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1508,"^-k-u-]-r-a-m-a-w-a-_-ch-i-[-k-a-r-a-]-y-o-r-i-m-o-#-b-a-[-r-a-N-s-u-k-a-]-N-k-a-k-u-g-a-#-h-i-[-ts-u-y-o-o-d-e-]-s-u-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1509,"^-d-o-[-o-i-ts-u-s-a-sh-i-d-a-sh-i-n-i-N-k-a-r-a-_-d-o-[-o-i-ts-u-u-k-e-t-o-r-i-n-i-N-n-i-#-a-[-t-e-t-e-_-y-u-[-u-t-a-i-t-o-y-u-u-_-m-o-[-j-i-d-o-]-o-r-i-_-f-u-[-k-u-r-o-]-n-i-_-i-[-N-s-a-ts-u-]-b-u-ts-u-o-#-i-[-r-e-t-e-#-y-u-[-u-s-o-o-sh-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1510,"^-ky-o-[-o-f-u-u-w-a-_-a-]-r-a-sh-i-g-a-#-ch-i-[-k-a-z-u-i-t-e-i-r-u-k-o-t-o-]-o-_-sh-i-[-m-e-]-sh-i-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1511,"^-ry-o-[-o-h-o-]-o-n-o-#-t-e-[-N-b-o-o-n-i-]-w-a-_-a-]-r-u-#-ky-o-[-o-ts-u-u-n-o-#-t-e-]-e-m-a-g-a-#-a-]-r-u-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1512,"^-s-a-[-k-a-]-z-a-k-i-#-k-o-[-o-n-o-s-u-k-e-w-a-_-a-]-r-u-f-i-i-n-i-#-sh-o-[-z-o-k-u-sh-i-t-e-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1513,"^-s-a-[-N-k-o-o-n-o-t-a-m-e-]-n-i-_-k-a-[-t-a-r-o-g-u-o-#-o-[-k-u-r-i-k-u-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1514,"^-ts-u-[-u-w-a-n-o-#-m-o-[-o-sh-i-k-o-m-i-o-_-t-o-[-r-i-k-e-sh-i-m-a-sh-o-]-o-k-a-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1515,"^-e-[-N-p-i-ts-u-d-e-_-a-[-n-a-]-t-a-n-o-#-n-a-[-m-a-e-o-#-k-a-[-k-i-n-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1516,"^-g-a-[-N-t-a-N-n-i-]-w-a-_-k-i-]-N-j-o-n-o-#-j-i-]-N-j-a-n-i-#-o-[-m-a-i-r-i-s-u-r-u-#-h-i-[-t-o-]-g-a-#-o-]-o-i-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1517,"^-g-a-[-N-j-i-ts-u-n-i-_-j-i-]-N-j-a-e-#-s-a-[-N-p-a-i-s-u-r-u-#-n-i-[-h-o-N-j-i-]-N-w-a-#-o-]-o-i-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1518,"^-sh-o-[-o-b-o-]-o-sh-a-g-a-#-t-o-[-o-ch-a-k-u-sh-i-t-a-t-o-k-i-]-n-i-w-a-_-i-[-e-]-w-a-#-m-o-[-e-a-g-a-]-cl-t-e-i-t-a-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1519,"^-n-a-[-r-i-a-g-a-r-i-m-o-n-o-w-a-_-ky-o-[-o-y-o-o-n-i-N-t-o-sh-i-t-e-#-ts-u-[-u-y-o-o-#-sh-i-[-y-o-]-o-t-o-#-sh-i-[-t-a-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1520,"^-d-o-]-o-g-i-g-a-#-t-e-[-e-sh-u-ts-u-s-a-r-e-_-s-a-[-N-s-e-e-n-o-k-o-]-e-m-o-#-a-[-g-a-cl-t-e-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1521,"^-e-[-r-i-]-w-a-#-m-a-]-z-u-#-u-[-r-a-g-a-w-a-n-i-#-a-[-i-r-o-N-o-k-a-]-k-e-_-ts-u-[-g-i-]-n-i-#-o-[-m-o-t-e-g-a-w-a-o-#-k-a-[-k-e-n-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1522,"^-e-]-r-a-k-u-#-g-o-[-k-i-g-e-N-#-n-a-[-n-a-]-m-e-n-e-?-_-k-e-[-N-k-a-g-o-sh-i-n-i-#-n-a-[-r-a-]-n-a-i-d-e-?-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1523,"^-k-o-]-N-z-a-ts-u-sh-i-t-a-#-d-e-[-N-sh-a-n-o-n-a-]-k-a-d-e-w-a-_-s-u-[-r-i-]-n-i-#-g-o-[-y-o-]-o-j-i-N-#-k-u-[-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1524,"^-s-a-[-i-z-e-]-N-r-e-ts-u-d-e-_-e-]-o-#-k-a-]-i-t-e-i-r-u-#-o-[-N-n-a-]-n-o-k-o-w-a-_-w-a-[-t-a-sh-i-n-o-#-m-e-[-i-d-e-s-u-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1525,"^-k-i-[-k-o-]-k-u-sh-a-t-a-ch-i-w-a-_-n-i-[-h-o-N-n-o-#-s-e-[-e-k-a-ts-u-n-i-#-n-a-[-r-e-]-r-u-n-o-n-i-#-k-u-]-r-o-o-sh-i-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1526,"^-g-o-]-j-i-_-g-o-[-y-a-k-u-n-o-#-g-o-[-sh-i-t-e-k-i-n-a-]-d-o-w-a-_-k-a-]-k-i-#-m-e-[-e-r-u-a-d-o-]-r-e-s-u-y-o-r-i-#-o-[-y-o-s-e-k-u-d-a-s-a-]-i-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1527,"^-n-a-[-s-u-]-k-o-t-o-g-a-#-d-e-[-k-i-]-r-u-m-o-n-o-g-a-#-n-a-]-sh-i-_-n-a-]-s-u-k-o-t-o-g-a-#-d-e-[-k-i-]-n-a-i-#-m-o-[-n-o-]-g-a-#-o-[-sh-i-e-r-u-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1528,"^-j-u-[-u-y-o-o-n-a-ch-i-]-i-g-a-_-t-o-]-m-u-n-i-#-a-[-t-a-e-r-a-r-e-m-a-]-sh-i-t-a-$",e2e_symbol/phoneme.yaml,manual_curated
jsut_label,BASIC5000_1529,"^-gy-o-[-o-sh-o-o-n-i-N-w-a-_-o-]-o-k-i-n-a-#-ts-u-[-ts-u-m-i-]-o-#-s-e-[-o-]-cl-t-e-#-h-a-[-k-o-N-d-a-$",e2e_symbol/phoneme.yaml,manual_curated
