source_id,source_utterance_id,annotation_raw,source_file,source_blob_sha,annotation_status
jsut_label_2017,BASIC5000_1152,"^-t-e-[-h-a-]-j-i-m-e-w-a-_-s-a-[-N-d-a-i-sh-u-]-u-ky-o-o-n-o-#-s-e-]-e-ch-i-_-e-[-r-u-]-s-a-r-e-m-u-o-#-o-[-t-o-z-u-r-e-]-r-u-#-k-o-[-t-o-]-d-a-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1153,"^-h-e-]-e-sh-i-t-a-ch-i-w-a-#-k-e-[-cl-sh-i-t-e-#-k-o-[-o-f-u-k-u-sh-i-n-a-i-#-y-o-]-o-n-i-#-i-[-w-a-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1154,"^-k-e-[-e-r-e-k-i-n-o-#-w-a-[-k-a-r-a-]-n-a-i-#-n-i-[-N-g-e-N-o-#-sh-i-[-N-y-o-o-#-sh-i-[-t-e-]-w-a-#-i-[-k-e-n-a-i-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1155,"^-i-[-e-j-u-u-g-a-#-ch-i-[-k-a-r-a-]-o-#-a-[-w-a-]-s-e-t-e-_-m-u-]-g-i-n-o-#-k-a-[-r-i-i-r-e-o-#-sh-i-[-m-a-]-sh-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1156,"^-n-a-]-N-b-i-k-i-k-a-n-o-#-s-a-]-r-u-g-a-#-k-i-]-n-i-#-n-o-[-b-o-cl-t-e-i-r-u-]-n-o-o-#-m-i-]-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1157,"^-s-e-[-k-i-]-t-a-N-w-a-_-d-a-[-i-b-u-]-b-u-N-g-a-#-t-a-]-N-s-o-k-a-r-a-#-n-a-]-cl-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1158,"^-m-e-[-N-m-i-ts-u-n-i-y-u-u-t-o-_-k-a-]-r-e-n-o-#-k-a-[-i-k-e-N-w-a-_-w-a-[-t-a-sh-i-n-o-]-t-o-w-a-#-i-]-k-u-r-a-k-a-#-k-o-[-t-o-n-a-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1159,"^-k-u-]-m-o-g-a-#-d-a-[-N-d-a-N-#-k-u-]-r-o-k-u-n-a-cl-t-e-_-a-]-m-e-g-a-#-f-u-[-r-i-s-o-]-o-d-e-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1160,"^-sh-i-[-y-o-o-_-k-a-[-k-a-k-u-w-a-#-h-e-[-N-k-o-o-s-u-r-u-k-o-t-o-]-g-a-#-a-[-r-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1161,"^-y-u-[-k-i-]-m-a-s-a-cl-t-e-_-s-u-[-g-o-]-k-u-#-k-a-[-w-a-i-]-i-N-j-a-#-n-a-[-i-?-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1162,"^-j-u-]-u-d-a-i-n-o-#-k-o-[-d-o-m-o-]-t-a-ch-i-w-a-_-o-[-y-a-]-k-a-r-a-#-d-o-[-k-u-r-i-ts-u-sh-i-t-a-i-]-t-o-#-o-[-m-o-]-cl-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1163,"^-sh-i-[-u-]-N-t-e-N-d-e-w-a-_-sh-a-[-ry-o-o-w-a-#-m-i-[-N-n-a-#-u-]-m-a-k-u-#-u-[-g-o-]-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1164,"^-w-a-[-k-u-]-g-a-#-d-e-[-k-i-a-g-a-]-r-u-t-o-_-k-u-]-m-o-w-a-#-ch-o-[-o-d-o-#-j-i-[-t-e-N-sh-a-n-o-#-sh-a-[-r-i-N-n-o-#-y-a-]-n-o-#-y-o-]-o-n-i-_-s-o-[-r-e-n-i-_-k-i-]-n-u-n-o-#-i-]-t-o-o-#-k-a-[-k-e-]-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1165,"^-n-a-[-N-by-a-k-u-]-n-i-N-m-o-n-o-#-sh-o-[-o-n-e-N-]-t-a-ch-i-g-a-_-g-u-[-r-a-N-d-o-d-e-#-a-[-s-o-N-d-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1166,"^-w-a-[-t-a-sh-i-k-o-]-j-i-N-n-o-#-i-]-k-e-N-t-o-#-sh-i-[-t-e-]-w-a-_-s-o-[-n-o-#-k-e-[-e-k-a-k-u-n-i-#-h-a-[-N-t-a-i-d-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1167,"^-o-[-n-a-m-a-e-t-o-#-j-u-]-u-sh-o-o-_-o-[-k-i-k-i-sh-i-t-e-]-m-o-#-y-o-[-r-o-sh-i-]-i-d-e-sh-o-o-k-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1168,"^-i-[-i-]-N-k-a-i-w-a-_-s-o-[-n-o-#-k-e-[-e-k-a-k-u-o-#-m-e-[-g-u-cl-t-e-_-i-]-k-e-N-g-a-#-w-a-[-k-a-]-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1169,"^-sh-o-[-o-sh-i-k-a-k-a-r-a-]-n-o-#-d-a-[-cl-ky-a-k-u-n-i-]-w-a-_-h-i-[-k-o-N-#-m-a-]-z-a-a-n-o-#-z-o-[-o-d-a-i-g-a-#-h-i-[-cl-s-u-n-a-]-n-o-n-i-_-n-i-[-cl-p-o-N-n-o-#-s-e-]-r-o-N-w-a-_-n-a-]-z-e-k-a-#-k-o-[-n-o-#-g-i-]-r-o-N-o-#-s-a-]-k-e-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1170,"^-k-e-[-N-sh-i-k-o-g-a-#-z-e-[-ts-u-m-e-ts-u-sh-i-t-a-]-n-o-w-a-_-hy-o-[-o-g-a-j-i-]-d-a-i-d-e-#-a-]-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1171,"^-b-o-[-k-u-]-y-o-o-k-e-N-g-a-_-h-i-[-ts-u-j-i-n-o-#-m-u-[-r-e-]-o-_-b-o-[-k-u-j-o-o-e-#-ts-u-[-r-e-t-e-i-k-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1172,"^-sh-i-[-k-o-o-g-a-#-z-u-]-i-b-u-N-#-ts-u-]-i-t-e-i-r-u-t-o-#-o-[-m-o-i-m-a-]-s-u-g-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1173,"^-ch-i-[-k-u-o-]-N-k-i-w-a-_-e-]-j-i-s-o-N-n-o-#-z-u-]-n-o-o-k-a-r-a-#-u-[-m-a-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1174,"^-m-o-[-k-u-t-e-k-i-w-a-#-y-o-]-i-t-o-#-sh-i-[-t-e-]-m-o-_-d-o-[-n-o-]-y-o-o-n-i-#-s-o-[-n-o-#-k-e-[-e-k-a-k-u-o-#-j-i-[-cl-k-o-o-s-u-r-u-]-n-o-k-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1175,"^-h-a-[-N-j-i-]-k-a-N-sh-i-t-a-r-a-_-k-a-]-r-e-w-a-#-k-o-[-k-o-n-i-#-k-u-]-r-u-d-e-sh-o-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1176,"^-z-e-]-e-w-a-_-ch-o-[-k-u-s-e-ts-u-]-z-e-e-t-o-_-k-a-[-N-s-e-ts-u-]-z-e-e-k-a-r-a-#-n-a-]-cl-t-e-i-r-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1177,"^-k-i-[-f-u-]-j-i-N-w-a-#-i-[-s-o-]-i-d-e-#-by-o-[-o-i-N-e-#-i-[-k-i-_-s-o-[-n-o-m-a-m-a-#-sh-i-[-N-s-a-ts-u-]-sh-i-ts-u-e-t-o-#-ts-u-[-r-e-t-e-i-k-a-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1178,"^-y-o-[-sh-i-o-w-a-_-w-a-[-t-a-sh-i-g-a-#-s-o-[-n-o-#-h-a-[-k-o-o-#-m-o-[-ch-i-a-g-e-]-r-u-n-o-o-#-t-e-[-ts-u-d-a-]-cl-t-e-k-u-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1179,"^-y-o-[-sh-i-o-w-a-_-w-a-[-t-a-sh-i-g-a-#-s-o-[-n-o-#-h-a-[-k-o-o-#-m-o-[-ch-i-a-g-e-]-r-u-n-o-o-#-t-e-[-ts-u-d-a-]-cl-t-e-k-u-r-e-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1180,"^-k-o-[-g-a-_-a-]-N-t-a-n-o-#-h-a-]-N-s-e-e-d-e-_-i-[-cl-t-a-i-#-n-a-]-n-i-g-a-#-a-]-cl-t-a-n-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1181,"^-s-a-[-i-b-a-]-N-k-a-N-w-a-_-s-o-[-n-o-#-sh-u-[-u-j-i-N-n-o-#-i-[-ch-i-]-n-e-N-n-o-#-k-e-]-e-k-i-o-_-sh-a-[-m-e-N-sh-i-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1182,"^-ch-o-[-k-i-N-]-b-a-k-o-n-i-w-a-_-o-[-k-a-n-e-w-a-#-m-a-[-cl-t-a-k-u-#-n-o-[-k-o-]-cl-t-e-#-i-[-n-a-]-k-a-cl-t-a-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1183,"^-h-i-[-g-a-]-i-sh-a-n-o-#-sh-i-]-n-i-y-o-cl-t-e-_-d-a-]-r-e-g-a-#-t-o-[-k-u-o-#-s-u-[-r-u-]-n-o-#-d-a-[-r-o-]-o-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
jsut_label_2017,BASIC5000_1184,"^-n-a-[-g-a-]-i-#-m-e-]-d-e-#-m-i-]-r-e-b-a-_-ch-i-[-g-a-cl-t-e-k-u-]-r-u-t-o-#-o-[-m-o-i-m-a-s-u-$",e2e_symbol/phoneme.yaml,ae8933677c082c22238a895012b6b6dcba1f6625,manual_symbol_sequence
