source_id,source_recording_id,source_file,original_variable,original_value,provenance_blob_sha
jsut_label,jsut_label::BASIC5000_1361,e2e_symbol/phoneme.yaml,phoneme_symbol_sequence,"^-o-[-t-o-k-o-]-w-a-#-s-u-]-g-u-n-i-#-sh-u-[-u-k-a-N-o-#-k-a-[-e-r-a-r-e-r-u-#-m-o-[-n-o-]-d-e-w-a-#-n-a-]-i-N-d-a-$",ae8933677c082c22238a895012b6b6dcba1f6625
jsut_label,jsut_label::BASIC5000_1362,e2e_symbol/phoneme.yaml,phoneme_symbol_sequence,"^-f-u-[-k-u-]-w-a-#-a-]-k-a-_-p-i-]-N-k-u-_-a-[-o-i-r-o-n-a-]-d-o-d-e-#-a-]-cl-t-a-$",ae8933677c082c22238a895012b6b6dcba1f6625
jsut_label,jsut_label::BASIC5000_1363,e2e_symbol/phoneme.yaml,phoneme_symbol_sequence,"^-f-u-[-k-u-n-o-e-r-a-b-i-k-a-]-t-a-w-a-#-h-o-[-sh-u-t-e-k-i-n-i-#-n-a-]-cl-t-e-#-k-i-]-t-e-i-r-u-$",ae8933677c082c22238a895012b6b6dcba1f6625
jsut_label,jsut_label::BASIC5000_1364,e2e_symbol/phoneme.yaml,phoneme_symbol_sequence,"^-o-]-b-a-n-e-#-u-[-ch-i-g-a-r-a-]-sh-i-t-a-#-k-a-]-r-e-n-o-#-s-u-[-g-a-t-a-]-o-#-m-i-[-r-u-]-n-o-w-a-#-sh-i-[-n-o-b-i-n-a-]-i-n-e-?-$",ae8933677c082c22238a895012b6b6dcba1f6625
jsut_label,jsut_label::BASIC5000_1365,e2e_symbol/phoneme.yaml,phoneme_symbol_sequence,"^-d-a-]-i-k-u-g-a-#-m-u-[-s-u-k-o-n-i-_-t-o-[-r-i-g-o-y-a-o-#-ts-u-[-k-u-]-cl-t-e-#-y-a-[-r-u-]-n-o-w-a-_-i-[-t-a-]-cl-t-e-#-k-a-[-N-t-a-N-n-a-k-o-t-o-]-d-e-#-a-]-r-u-$",ae8933677c082c22238a895012b6b6dcba1f6625
jsut_label,jsut_label::BASIC5000_1366,e2e_symbol/phoneme.yaml,phoneme_symbol_sequence,"^-t-a-[-i-ch-o-o-w-a-b-u-]-k-a-n-i-_-t-a-]-d-a-ch-i-n-i-#-sh-u-[-u-g-o-o-s-u-r-u-#-y-o-]-o-n-i-#-m-e-[-e-r-e-e-sh-i-t-a-$",ae8933677c082c22238a895012b6b6dcba1f6625
jsut_label,jsut_label::BASIC5000_1367,e2e_symbol/phoneme.yaml,phoneme_symbol_sequence,"^-k-a-[-g-o-sh-i-m-a-n-i-]-w-a-#-i-[-ch-i-d-o-m-o-#-i-[-cl-t-a-k-o-]-t-o-g-a-#-a-[-r-i-m-a-s-e-]-N-g-a-_-k-o-[-t-o-sh-i-n-o-#-n-a-[-ts-u-_-i-[-k-u-ts-u-m-o-r-i-d-e-s-u-$",ae8933677c082c22238a895012b6b6dcba1f6625
jsut_label,jsut_label::BASIC5000_1368,e2e_symbol/phoneme.yaml,phoneme_symbol_sequence,"^-t-e-]-N-sh-i-n-o-#-h-a-[-n-a-sh-i-o-#-s-u-[-r-u-]-t-o-_-s-o-[-n-o-#-h-a-[-b-a-t-a-k-i-g-a-#-k-i-[-k-o-e-r-u-]-d-e-#-a-[-r-o-]-o-$",ae8933677c082c22238a895012b6b6dcba1f6625
jsut_label,jsut_label::BASIC5000_1369,e2e_symbol/phoneme.yaml,phoneme_symbol_sequence,"^-t-a-[-sh-o-o-n-o-#-o-[-k-u-]-r-e-o-#-k-o-]-o-ry-o-sh-i-t-e-#-o-[-k-u-]-n-o-g-a-#-h-i-[-ts-u-y-o-o-d-a-$",ae8933677c082c22238a895012b6b6dcba1f6625
jsut_label,jsut_label::BASIC5000_1370,e2e_symbol/phoneme.yaml,phoneme_symbol_sequence,"^-k-o-[-o-s-o-k-u-d-o-]-o-r-o-o-#-h-a-[-sh-i-]-r-u-#-t-o-[-k-i-]-w-a-_-i-]-k-u-r-a-#-ch-u-]-u-i-#-sh-i-[-t-e-]-m-o-#-j-u-[-u-b-u-]-N-t-o-w-a-#-i-[-e-n-a-i-$",ae8933677c082c22238a895012b6b6dcba1f6625
