source_id,recording_id,source_recording_id,style,utterance_text,utterance_start_s,utterance_end_s,segment_index,segment_label_original,segment_start_relative_s,segment_end_relative_s,segment_start_absolute_s,segment_end_absolute_s,manual_status,source_file,source_blob_sha
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,11,@,0.792283,0.811221,12.732283,12.751221,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,12,?,0.811221,0.816441,12.751221,12.756441,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,13,I,0.816441,0.84776,12.756441,12.78776,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,14,C,0.84776,0.900573,12.78776,12.840573,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,15,m,0.900573,0.938954,12.840573,12.878954,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,16,I,0.938954,0.99,12.878954,12.93,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,17,C,0.99,1.039665,12.93,12.979665,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,18,m,1.039665,1.09,12.979665,13.03,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,19,a:,1.09,1.154501,13.03,13.094501,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,20,l,1.154501,1.195,13.094501,13.135,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,21,f,1.195,1.298814,13.135,13.238814,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,22,o:,1.298814,1.367593,13.238814,13.307593,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,23,6,1.367593,1.42,13.307593,13.36,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,24,S,1.42,1.508221,13.36,13.448221,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,25,t,1.508221,1.566802,13.448221,13.506802,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,26,E,1.566802,1.681396,13.506802,13.621396,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,27,l,1.681396,1.761229,13.621396,13.701229,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,28,@,1.761229,1.77,13.701229,13.71,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,29,n,1.77,1.874222,13.71,13.814222,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0004,spike0004,angry,Na dann werde ich mich mal vorstellen.,11.94,15.72,30,_,1.874222,3.775,13.814222,15.715,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,1,H#,0,0.71,15.72,16.43,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,2,?,0.71,0.735,16.43,16.455,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,3,I,0.735,0.78877,16.455,16.50877,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,4,C,0.78877,0.865559,16.50877,16.585559,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,5,h,0.865559,0.887674,16.585559,16.607674,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,6,a:,0.887674,0.95,16.607674,16.67,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,7,b,0.95,0.99654,16.67,16.71654,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,8,@,0.99654,1.046779,16.71654,16.766779,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,9,R,1.046779,1.134011,16.766779,16.854011,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,10,o:,1.134011,1.216328,16.854011,16.936328,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,11,t,1.216328,1.285139,16.936328,17.005139,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,12,@,1.285139,1.349018,17.005139,17.069018,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,13,h,1.349018,1.415,17.069018,17.135,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,14,a:,1.415,1.549897,17.135,17.269897,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,15,R,1.549897,1.607027,17.269897,17.327027,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,16,@,1.607027,1.658629,17.327027,17.378629,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,17,?,1.658629,1.672144,17.378629,17.392144,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,18,U,1.672144,1.745,17.392144,17.465,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,19,n,1.745,1.786323,17.465,17.506323,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,20,t,1.786323,1.855749,17.506323,17.575749,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,21,?,1.855749,1.86031,17.575749,17.58031,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,22,aI,1.86031,1.930153,17.58031,17.650153,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,23,n,1.930153,1.99,17.650153,17.71,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,24,f,1.99,2.12,17.71,17.84,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,25,OY,2.12,2.26,17.84,17.98,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,26,R,2.26,2.315,17.98,18.035,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,27,I,2.315,2.36,18.035,18.08,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,28,g,2.36,2.406849,18.08,18.126849,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,29,@,2.406849,2.45,18.126849,18.17,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,30,s,2.45,2.529102,18.17,18.249102,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,31,t,2.529102,2.604991,18.249102,18.324991,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,32,E,2.604991,2.67,18.324991,18.39,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,33,m,2.67,2.715,18.39,18.435,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,34,p,2.715,2.776022,18.435,18.496022,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,35,6,2.776022,2.779823,18.496022,18.499823,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,36,R,2.779823,2.8,18.499823,18.52,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,37,a,2.8,2.863285,18.52,18.583285,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,38,m,2.863285,2.92533,18.583285,18.64533,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,39,E,2.92533,3.034062,18.64533,18.754062,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,40,n,3.034062,3.08075,18.754062,18.80075,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,41,t,3.08075,3.21774,18.80075,18.93774,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0005,spike0005,angry,Ich habe rote Haare und ein feuriges Temperament.,15.72,20.16,42,_,3.21774,4.435,18.93774,20.155,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,1,H#,0,0.387589,20.16,20.547589,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,2,?,0.387589,0.437957,20.547589,20.597957,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,3,a,0.437957,0.512895,20.597957,20.672895,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,4,l,0.512895,0.555,20.672895,20.715,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,5,z,0.555,0.598275,20.715,20.758275,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,6,o:,0.598275,0.802819,20.758275,20.962819,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,7,?,0.802819,0.89557,20.962819,21.05557,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,8,I,0.89557,0.923211,21.05557,21.083211,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,9,n,0.923211,0.982793,21.083211,21.142793,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,10,v,0.982793,1.015,21.142793,21.175,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,11,E,1.015,1.081687,21.175,21.241687,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,12,l,1.081687,1.105,21.241687,21.265,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,13,C,1.105,1.173823,21.265,21.333823,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,14,@,1.173823,1.178123,21.333823,21.338123,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,15,m,1.178123,1.240776,21.338123,21.400776,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,16,ts,1.240776,1.345,21.400776,21.505,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,17,u:,1.345,1.405,21.505,21.565,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,18,S,1.405,1.461905,21.565,21.621905,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,19,t,1.461905,1.508438,21.621905,21.668438,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,20,a,1.508438,1.55,21.668438,21.71,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,21,n,1.55,1.59151,21.71,21.75151,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,22,t,1.59151,1.628979,21.75151,21.788979,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,23,b,1.628979,1.676464,21.788979,21.836464,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,24,I,1.676464,1.715,21.836464,21.875,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,25,s,1.715,1.774556,21.875,21.934556,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,26,t,1.774556,1.802811,21.934556,21.962811,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,27,d,1.802811,1.84297,21.962811,22.00297,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,28,u:,1.84297,1.913375,22.00297,22.073375,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,29,h,1.913375,1.96,22.073375,22.12,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,30,OY,1.96,2.08045,22.12,22.24045,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,31,t,2.08045,2.148358,22.24045,22.308358,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,32,@,2.148358,2.303421,22.308358,22.463421,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
PAVOQUE,PAVOQUE::spike0006,spike0006,angry,"Also, in welchem Zustand bist du heute?",20.16,24.0,33,_,2.303421,3.835,22.463421,23.995,manually_corrected,pavoque-angry.yaml,bff79d978f740f6c2b09bc595ade03b6bdf33423
