source_id,file_table,original_variable,standardized_variable,variable_domain,description_meaning,units,datatype,coding_levels,missing_value_conventions,measurement_annotation_method,time_reference_window,anatomical_acoustic_target,provenance,notes
ccost_2026,CCOST_metadata_chunk008_rows234_259.csv,MaxIntensity.dB,max_intensity_db,acoustic,Maximum intensity,dB,numeric,,,,whole recording,intensity,source acoustic metadata,
ccost_2026,CCOST_metadata_chunk008_rows234_259.csv,MinIntensity.dB,min_intensity_db,acoustic,Minimum intensity,dB,numeric,,,,whole recording,intensity,source acoustic metadata,
ccost_2026,CCOST_metadata_chunk008_rows234_259.csv,StdDev.dB,intensity_sd_db,acoustic,Intensity standard deviation,dB,numeric,,,,whole recording,intensity,source acoustic metadata,
ccost_2026,CCOST_metadata_chunk008_rows234_259.csv,DynamicRange.dB,dynamic_range_db,acoustic,Intensity dynamic range,dB,numeric,,,,whole recording,intensity,source acoustic metadata,
ccost_2026,CCOST_metadata_chunk008_rows234_259.csv,PeakLevel.dBFS,peak_level_dbfs,acoustic,Peak digital level,dBFS,numeric,,,,whole recording,amplitude,source acoustic metadata,
ccost_2026,CCOST_metadata_chunk008_rows234_259.csv,PeakIntensity.dB,peak_intensity_db,acoustic,Peak intensity,dB,numeric,,,,whole recording,intensity,source acoustic metadata,
ccost_2026,CCOST_metadata_chunk008_rows234_259.csv,Threshold.dB,threshold_db,acoustic,Source intensity/noise threshold,dB,numeric,,,,whole recording,intensity,source acoustic metadata,retain exact source definition
ccost_2026,CCOST_metadata_chunk008_rows234_259.csv,AvgSpeech.dB,average_speech_db,acoustic,Average speech level,dB,numeric,,,,speech-labeled regions,intensity,source acoustic metadata,
ccost_2026,CCOST_metadata_chunk008_rows234_259.csv,AvgNoise.dB,average_noise_db,acoustic,Average noise level,dB,numeric,,,,noise regions,intensity,source acoustic metadata,
ccost_2026,CCOST_metadata_chunk008_rows234_259.csv,old_filename,source_old_filename,provenance,Legacy source filename,,string,,,,,,source lineage metadata,retain verbatim
ccost_2026,CCOST_metadata_chunk008_rows234_259.csv,old_filecode,source_old_filecode,provenance,Legacy source file code,,string,,,,,,source lineage metadata,retain verbatim
